transmission,model,Year of Manufacture,City,Fuel Type,bt,Ownership,Kms Driven,Engine Type
Manual,Maruti Baleno,2016.0,Bangalore,Petrol,Hatchback,First Owner,39959.0,VVT Petrol Engine
Automatic,Hyundai Alcazar,2022.0,Bangalore,Petrol,SUV,First Owner,10000.0,2.0 l petrol MPi engine
Manual,Maruti Alto K10,2016.0,Bangalore,Petrol,Hatchback,Third Owner,65484.0,K10C
Manual,Maruti Baleno,2017.0,Bangalore,Petrol,Hatchback,First Owner,49174.0,VVT Petrol Engine
Manual,Volkswagen Taigun,2022.0,Bangalore,Petrol,SUV,First Owner,20000.0,1.0L TSI
Manual,Hyundai i10,2009.0,Bangalore,Petrol,Hatchback,First Owner,50000.0,Petrol Engine
Automatic,Maruti Swift Dzire,2018.0,Bangalore,Petrol,Sedan,Second Owner,40000.0,K Series VVT Engine
Automatic,Hyundai Alcazar,2022.0,Bangalore,Petrol,SUV,First Owner,30000.0,2.0 l petrol MPi engine
Automatic,BMW 3 Series,2007.0,Bangalore,Petrol,Coupe,Third Owner,50000.0,In-Line Engine
Manual,Maruti Swift,2020.0,Bangalore,Petrol,Hatchback,First Owner,80000.0,VTVT Engine
Manual,MG Astor,2022.0,Bangalore,Petrol,SUV,First Owner,20000.0,VTi-TECH
Manual,Hyundai Accent,2010.0,Bangalore,CNG,Sedan,First Owner,70000.0,Bifuel Engine
Automatic,Audi A4,2014.0,Bangalore,Diesel,Sedan,First Owner,90000.0,TDI Diesel Engine
Manual,Renault KWID,2020.0,Bangalore,Petrol,Hatchback,First Owner,40000.0,Petrol Engine
Manual,Honda Jazz,2016.0,Bangalore,Petrol,Hatchback,First Owner,63797.0,i-VTEC Petrol Engine
Manual,Hyundai Grand i10,2018.0,Bangalore,Petrol,Hatchback,Second Owner,60216.0,Kappa VTVT Petrol Engine
Automatic,Maruti Alto K10,2015.0,Bangalore,Petrol,Hatchback,Second Owner,10000.0,K Series Petrol Engine
Manual,Maruti Baleno,2016.0,Bangalore,Petrol,Hatchback,First Owner,38153.0,VVT Petrol Engine
Manual,Maruti Swift,2015.0,Bangalore,Petrol,Hatchback,First Owner,76485.0,K Series Dual jet
Manual,Maruti Wagon R,2015.0,Bangalore,Petrol,Hatchback,Second Owner,40000.0,K10B Petrol Engine
Manual,Maruti Baleno,2016.0,Bangalore,Petrol,Hatchback,First Owner,40623.0,VVT Petrol Engine
Automatic,Mercedes-Benz C-Class,2018.0,Bangalore,Diesel,Sedan,Second Owner,18000.0,In-Line Engine
Manual,Maruti Swift,2014.0,Bangalore,Petrol,Hatchback,First Owner,88051.0,K Series Dual jet
Manual,Maruti Swift,2022.0,Bangalore,Petrol,Hatchback,First Owner,16522.0,K Series Dual jet
Manual,Jeep Compass,2019.0,Bangalore,Diesel,SUV,Second Owner,70000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Maruti Wagon R,2008.0,Bangalore,Petrol,Hatchback,Third Owner,80000.0,FC Petrol Engine
Manual,Hyundai Venue,2019.0,Bangalore,Diesel,SUV,First Owner,50000.0,
Manual,Tata Nexon,2023.0,Bangalore,Petrol,SUV,First Owner,10000.0,1.2l Turbocharged Revotron Engine
Manual,Hyundai EON,2013.0,Bangalore,Petrol,Hatchback,Second Owner,57000.0,Petrol Engine
Manual,Mahindra XUV500,2016.0,Bangalore,Diesel,SUV,First Owner,110000.0,mHawk Diesel Engine
Manual,Maruti Baleno,2019.0,Bangalore,Petrol,Hatchback,First Owner,10000.0,VVT Petrol Engine
Manual,Maruti Swift,2012.0,Bangalore,Petrol,Hatchback,Second Owner,50000.0,K Series Petrol Engine
Manual,Mahindra XUV300,2019.0,Bangalore,Diesel,SUV,First Owner,120000.0,1.5 Diesel Engine
Manual,Hyundai Grand i10,2014.0,Bangalore,Petrol,Hatchback,First Owner,35469.0, Kappa VTVT Petrol Engine
Manual,Honda Jazz,2017.0,Bangalore,Petrol,Hatchback,Second Owner,40073.0,i-VTEC Petrol Engine
Manual,Hyundai Grand i10,2017.0,Bangalore,Petrol,Hatchback,Second Owner,65730.0,Kappa VTVT Petrol Engine
Manual,Maruti Baleno,2005.0,Bangalore,Petrol,Sedan,Second Owner,120000.0,In-Line Engine
Manual,Maruti Baleno,2016.0,Bangalore,Petrol,Hatchback,Second Owner,36184.0,VVT Petrol Engine
Manual,Maruti Baleno,2016.0,Bangalore,Petrol,Hatchback,First Owner,69310.0,VVT Petrol Engine
Automatic,Honda City,2015.0,Bangalore,Petrol,Sedan,First Owner,55643.0,i VTEC Engine
Automatic,Hyundai Grand i10,2017.0,Bangalore,Petrol,Hatchback,Second Owner,62803.0,Kappa VTVT Petrol Engine
Manual,Volkswagen Polo,2011.0,Bangalore,Diesel,Hatchback,Second Owner,90000.0,In-Line Diesel Engine
Manual,Maruti Swift,2015.0,Bangalore,Petrol,Hatchback,First Owner,68656.0,K Series Dual jet
Manual,Honda Jazz,2016.0,Bangalore,Petrol,Hatchback,Third Owner,77501.0,i-VTEC Petrol Engine
Manual,Maruti Swift Dzire,2016.0,Bangalore,Petrol,Sedan,First Owner,40000.0,K Series VVT Engine
Manual,Maruti Swift Dzire,2016.0,Bangalore,Petrol,Sedan,First Owner,40000.0,K Series VVT Engine
Automatic,Honda City,2014.0,Bangalore,Petrol,Sedan,First Owner,48325.0,i VTEC Engine
Manual,Tata Nexon,2022.0,Bangalore,Petrol,SUV,First Owner,30000.0,1.2l Turbocharged Revotron Engine
Automatic,Mercedes-Benz B Class,2013.0,Bangalore,Diesel,Hatchback,Second Owner,100000.0,Blue Efficiency Petrol En
Manual,Maruti Swift,2015.0,Bangalore,Petrol,Hatchback,First Owner,69000.0,VTVT Engine
Manual,Jeep Compass,2018.0,Bangalore,Diesel,SUV,First Owner,110000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Hyundai Verna,2016.0,Bangalore,Petrol,Sedan,Second Owner,50000.0,VTVT Petrol Engine
Automatic,Kia Carnival,2020.0,Bangalore,Diesel,MUV,First Owner,60000.0,2.2L VGT Diesel Engine
Manual,Hyundai i20,2021.0,Bangalore,Petrol,Hatchback,First Owner,20000.0,1.0 l Turbo GDi petrol
Automatic,Maruti Swift,2022.0,Bangalore,Petrol,Hatchback,First Owner,14999.0,K Series Dual jet
Manual,Honda Jazz,2016.0,Bangalore,Petrol,Hatchback,Second Owner,90773.0,i-VTEC Petrol Engine
Manual,Skoda Rapid,2012.0,Bangalore,Diesel,Sedan,First Owner,90000.0,Turbocharged Diesel Engin
Manual,Maruti Swift,2017.0,Bangalore,Petrol,Hatchback,Second Owner,64917.0,K Series VVT Engine
Manual,Honda Jazz,2017.0,Bangalore,Petrol,Hatchback,First Owner,70235.0,i-VTEC Petrol Engine
Manual,Hyundai i20,2021.0,Bangalore,Petrol,Hatchback,First Owner,30000.0,1.0 l Turbo GDi petrol
Manual,Honda Jazz,2016.0,Bangalore,Petrol,Hatchback,First Owner,78782.0,i-VTEC Petrol Engine
Manual,Mahindra XUV500,2014.0,Bangalore,Diesel,SUV,Second Owner,164000.0,mHawk Diesel Engine
Manual,Maruti Ciaz,2016.0,Bangalore,Petrol,Sedan,Second Owner,72136.0,k14B VVT Engine
Manual,Maruti Swift,2015.0,Bangalore,Petrol,Hatchback,Second Owner,52486.0,K Series Dual jet
Automatic,Skoda Laura,2007.0,Bangalore,Diesel,Sedan,First Owner,150000.0,In-Line Engine
Manual,Honda WR-V,2017.0,Bangalore,Petrol,SUV,First Owner,36887.0,i-VTEC Petrol Engine
Manual,Hyundai Venue,2019.0,Bangalore,Petrol,SUV,First Owner,47962.0,
Manual,Nissan Terrano,2014.0,Bangalore,Diesel,SUV,First Owner,135000.0,K9K Diesel Engine
Automatic,Skoda Superb,2018.0,Bangalore,Petrol,Sedan,Second Owner,47398.0,Petrol Engine
Manual,Fiat Linea,2012.0,Bangalore,Petrol,Sedan,Second Owner,50000.0,Front Wheel Drive
Manual,Maruti Swift Dzire,2012.0,Bangalore,Diesel,Sedan,First Owner,100000.0,In-Line Engine
Automatic,BMW X4,2020.0,Bangalore,Diesel,SUV,First Owner,55000.0,TwinPower Turbo 6-cylinder engine
Automatic,BMW X3,2011.0,Bangalore,Diesel,SUV,Second Owner,110000.0,In-Line Engine
Automatic,Volkswagen Polo,2013.0,Bangalore,Petrol,Hatchback,Third Owner,90000.0,TSI Petrol Engine 
Manual,Maruti Baleno,2016.0,Bangalore,Petrol,Hatchback,First Owner,116624.0,VVT Petrol Engine
Manual,Maruti Ciaz,2019.0,Bangalore,Petrol,Sedan,Second Owner,54561.0,k15B VVT Engine
Manual,Toyota Innova,2013.0,Bangalore,Diesel,MUV,Second Owner,120000.0,2KD-FTV Diesel Engine
Manual,Honda Jazz,2016.0,Bangalore,Petrol,Hatchback,First Owner,65072.0,i-VTEC Petrol Engine
Manual,Hyundai Grand i10,2017.0,Bangalore,Petrol,Hatchback,First Owner,133532.0,Kappa VTVT Petrol Engine
Manual,Toyota Innova,2010.0,Bangalore,Diesel,MUV,Third Owner,120000.0,In-Line Engine
Manual,Maruti Swift Dzire,2013.0,Bangalore,Petrol,Sedan,First Owner,39886.0,
Manual,Mahindra XUV500,2019.0,Bangalore,Diesel,SUV,First Owner,80000.0,mHawk Diesel Engine
Manual,Maruti Swift,2015.0,Bangalore,Diesel,Hatchback,Second Owner,56976.0,DDiS Diesel Engine
Manual,Volkswagen Vento,2020.0,Bangalore,Petrol,Sedan,Second Owner,68303.0,TSI Petrol Engine
Automatic,Mini Cooper,2013.0,Bangalore,Petrol,Hatchback,Second Owner,80000.0,Petrol Engine
Automatic,Skoda Rapid,2016.0,Bangalore,Diesel,Sedan,First Owner,54000.0,Diesel Engine
Automatic,Land Rover Discovery Sport,2016.0,Bangalore,Diesel,SUV,First Owner,98500.0,SD4 Diesel Engine
Manual,Volkswagen Polo,2018.0,Bangalore,Petrol,Hatchback,First Owner,72348.0,MPI Petrol Engine
Manual,Hyundai Creta,2015.0,Bangalore,Petrol,SUV,First Owner,70000.0,VTVT Petrol Engine
Manual,Volkswagen Polo,2021.0,Bangalore,Petrol,Hatchback,First Owner,62696.0,1.0L MPI Petrol
Automatic,Toyota Fortuner,2014.0,Bangalore,Diesel,SUV,Third Owner,174000.0,D-4D Diesel Engine
Manual,Hyundai Grand i10,2016.0,Bangalore,Petrol,Hatchback,First Owner,65000.0,Kappa VTVT Petrol Engine
Automatic,Hyundai Grand i10,2017.0,Bangalore,Petrol,Hatchback,First Owner,36000.0,Kappa VTVT Petrol Engine
Manual,Toyota Innova,2011.0,Bangalore,Diesel,MUV,Second Owner,199000.0,In-Line Engine
Automatic,Honda City,2018.0,Bangalore,Petrol,Sedan,First Owner,71905.0,i VTEC Engine
Manual,Maruti Swift,2013.0,Bangalore,Petrol,Hatchback,Second Owner,69748.0,K Series Dual jet
Manual,Maruti Alto,2008.0,Bangalore,Petrol,Hatchback,First Owner,44000.0,In-Line Engine
Manual,Toyota Yaris,2021.0,Bangalore,Petrol,Sedan,Second Owner,17875.0,1.5 Dual VVT-i Engine
Manual,Renault Duster,2020.0,Bangalore,Petrol,SUV,First Owner,95678.0,1.3L Turbo Petrol Engine
Automatic,Renault Kiger,2022.0,Bangalore,Petrol,SUV,First Owner,12003.0,1.0L energy
Manual,Ford Ecosport,2018.0,Bangalore,Diesel,SUV,Second Owner,114427.0,TDCi Diesel Engine
Automatic,Renault Kiger,2022.0,Bangalore,Petrol,SUV,First Owner,20000.0,1.0L energy
Manual,Honda Brio,2012.0,Bangalore,Petrol,Hatchback,First Owner,64655.0,i-VTEC Engine
Manual,Mahindra KUV 100,2018.0,Bangalore,Petrol,SUV,First Owner,46456.0,mFALCON G80 Engine
Automatic,Renault Kiger,2021.0,Bangalore,Petrol,SUV,First Owner,20000.0,1.0L Turbo
Manual,Jeep Compass,2018.0,Bangalore,Diesel,SUV,First Owner,50000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Volkswagen Vento,2011.0,Bangalore,Diesel,Sedan,Fourth Owner,90000.0,Common Rail Diesel Engine
Manual,Hyundai Venue,2022.0,Bangalore,Diesel,SUV,First Owner,20000.0,1.5 U2 CRDi
Automatic,Volvo XC40,2021.0,Bangalore,Petrol,SUV,First Owner,27000.0,2.0 litre petrol Engine
Manual,Toyota Innova,2008.0,Bangalore,Diesel,MUV,Third Owner,150000.0,In-Line Engine
Manual,Maruti Baleno,2022.0,Bangalore,Petrol,Hatchback,First Owner,10000.0,1.2 L K Series Engine
Manual,Honda City,2018.0,Bangalore,Petrol,Sedan,First Owner,40000.0,i VTEC Engine
Manual,Ford Ecosport,2020.0,Bangalore,Diesel,SUV,First Owner,40000.0,TDCi Diesel Engine
Automatic,Mercedes-Benz C-Class,2018.0,Bangalore,Diesel,Sedan,Second Owner,20000.0,In-Line Engine
Manual,Ford Ecosport,2017.0,Bangalore,Diesel,SUV,Second Owner,91598.0,TDCi Diesel Engine
Manual,Maruti Celerio,2015.0,Bangalore,Petrol,Hatchback,First Owner,57521.0,K10C
Manual,Renault Duster,2016.0,Bangalore,Diesel,SUV,First Owner,100000.0,dCi THP Diesel Engine
Manual,Hyundai Verna,2021.0,Bangalore,Petrol,Sedan,First Owner,7598.0,1.5 l MPi petrol
Manual,Renault Duster,2017.0,Bangalore,Petrol,SUV,First Owner,38520.0,K4M Petrol Engine
Manual,MG Astor,2022.0,Bangalore,Petrol,SUV,First Owner,20000.0,VTi-TECH
Manual,Renault Duster,2014.0,Bangalore,Diesel,SUV,Second Owner,110455.0,dCi Diesel Engine
Automatic,Hyundai Venue,2020.0,Bangalore,Petrol,SUV,First Owner,26901.0,
Automatic,Hyundai Grand i10,2017.0,Bangalore,Petrol,Hatchback,First Owner,65376.0,Kappa VTVT Petrol Engine
Manual,Mahindra XUV500,2018.0,Bangalore,Diesel,SUV,Third Owner,28177.0,mHawk Diesel Engine
Manual,Kia Sonet,2022.0,Bangalore,Petrol,SUV,First Owner,10000.0,Smartstream G1.0 T - GDi
Automatic,MG Hector,2021.0,Bangalore,Petrol,SUV,First Owner,30000.0,1.5 L Turbocharged Intercooled
Automatic,Hyundai Creta,2018.0,Bangalore,Petrol,SUV,First Owner,27000.0,VTVT Petrol Engine
Automatic,Hyundai i10,2010.0,Bangalore,Petrol,Hatchback,Third Owner,90000.0,In-Line Engine
Manual,Honda City,2022.0,Bangalore,Petrol,Sedan,First Owner,20000.0,i-VTEC
Automatic,Honda City,2016.0,Bangalore,Petrol,Sedan,First Owner,82998.0,i VTEC Engine
Automatic,Audi A4,2010.0,Bangalore,Petrol,Sedan,Third Owner,110000.0,In-Line Engine
Manual,Honda City,2019.0,Bangalore,Petrol,Sedan,First Owner,14500.0,i VTEC Engine
Manual,Mahindra Verito,2016.0,Bangalore,Diesel,Sedan,Third Owner,120000.0,dCi CRDi Diesel Engine
Automatic,Hyundai i10,2010.0,Bangalore,Petrol,Hatchback,Second Owner,68000.0,In-Line Engine
Manual,Hyundai Xcent,2019.0,Bangalore,Petrol,Sedan,First Owner,25887.0,1.2L Kappa Dual VTVT Petrol
Manual,Maruti S-Presso,2020.0,Bangalore,Petrol,Hatchback,First Owner,74094.0,K10C
Automatic,Honda Jazz,2018.0,Bangalore,Petrol,Hatchback,First Owner,40000.0,i-VTEC Petrol Engine
Manual,Maruti Ritz,2014.0,Bangalore,Diesel,Hatchback,First Owner,91045.0,DDiS Diesel Engine
Manual,Mahindra XUV500,2018.0,Bangalore,Diesel,SUV,First Owner,80033.0,mHawk Diesel Engine
Automatic,Mahindra XUV500,2017.0,Bangalore,Diesel,SUV,Second Owner,70000.0,mHawk Diesel Engine
Automatic,Renault Triber,2021.0,Bangalore,Petrol,MUV,First Owner,13957.0,
Automatic,Maruti Baleno,2018.0,Bangalore,Petrol,Hatchback,Second Owner,34140.0,VVT Petrol Engine
Manual,Ford Ecosport,2017.0,Bangalore,Petrol,SUV,First Owner,20056.0,Ti-VCT Petrol Engine
Automatic,Maruti Celerio,2016.0,Bangalore,Petrol,Hatchback,Third Owner,38233.0,K10C
Manual,Volkswagen Jetta,2013.0,Bangalore,Petrol,Sedan,First Owner,100000.0,Turbocharged Intercooled 
Manual,Ford Ecosport,2016.0,Bangalore,Diesel,SUV,Second Owner,50000.0,TDCi Diesel Engine
Manual,Mahindra XUV500,2017.0,Bangalore,Diesel,SUV,Second Owner,70000.0,mHawk Diesel Engine
Manual,Hyundai Grand i10,2016.0,Bangalore,Petrol,Hatchback,First Owner,44000.0,Kappa VTVT Petrol Engine
Manual,Hyundai Getz,2006.0,Bangalore,Petrol,Hatchback,Second Owner,90000.0,In-Line Engine
Automatic,Maruti Ciaz,2016.0,Bangalore,Petrol,Sedan,First Owner,30000.0,k14B VVT Engine
Manual,Hyundai Grand i10,2018.0,Bangalore,Petrol,Hatchback,First Owner,50000.0,Kappa VTVT Petrol Engine
Manual,Maruti Swift,2019.0,Bangalore,Petrol,Hatchback,First Owner,98000.0,VTVT Engine
Automatic,Honda Jazz,2017.0,Bangalore,Petrol,Hatchback,First Owner,47000.0,i-VTEC Petrol Engine
Manual,Hyundai Verna,2019.0,Bangalore,Petrol,Sedan,First Owner,70000.0,VTVT Petrol Engine
Manual,Maruti Alto 800,2020.0,Bangalore,Petrol,Hatchback,First Owner,16998.0,F8D Petrol Engine
Automatic,Hyundai Grand i10,2017.0,Bangalore,Petrol,Hatchback,First Owner,15256.0,Kappa VTVT Petrol Engine
Manual,Hyundai Verna,2019.0,Bangalore,Petrol,Sedan,First Owner,70000.0,VTVT Petrol Engine
Automatic,Datsun RediGO,2020.0,Bangalore,Petrol,Hatchback,First Owner,4495.0,1.0L Petrol Engine
Manual,Renault Triber,2020.0,Bangalore,Petrol,MUV,First Owner,34561.0,
Manual,Maruti Alto K10,2018.0,Bangalore,Petrol,Hatchback,Second Owner,40000.0,K Series Petrol Engine
Manual,Tata Tiago,2016.0,Bangalore,Petrol,Hatchback,First Owner,142135.0,Revotron Engine
Manual,Ford Aspire,2021.0,Bangalore,Petrol,Sedan,First Owner,120000.0,Ti-VCT Petrol Engine
Automatic,Maruti Wagon R,2019.0,Bangalore,Petrol,Hatchback,First Owner,9553.0,K12M Petrol Engine
Manual,Renault KWID,2022.0,Bangalore,Petrol,Hatchback,First Owner,7600.0,1.0 SCe
Manual,Jeep Compass,2017.0,Bangalore,Diesel,SUV,First Owner,120000.0,2.0-Litre 4-Cyl Multijet II Engine
Automatic,Hyundai Grand i10,2017.0,Bangalore,Petrol,Hatchback,First Owner,20000.0,Kappa VTVT Petrol Engine
Automatic,Audi Q7,2013.0,Bangalore,Diesel,SUV,Second Owner,120000.0,V-Type Diesel Engine
Manual,Hyundai i20,2016.0,Bangalore,Petrol,Hatchback,First Owner,45578.0,Kappa VTVT Petrol Engine
Manual,Volkswagen Jetta,2013.0,Bangalore,Petrol,Sedan,First Owner,100000.0,Turbocharged Intercooled 
Automatic,BMW 3 Series,2014.0,Bangalore,Diesel,Sedan,Second Owner,100000.0,TwinPower Turbo 4 Cylinder Engine
Manual,Ford Ecosport,2019.0,Bangalore,Petrol,SUV,First Owner,42000.0,Ti-VCT Petrol Engine
Manual,Hyundai i10,2013.0,Bangalore,Petrol,Hatchback,Second Owner,90000.0,DOHC Kappa2 Engine
Manual,Hyundai Verna,2012.0,Bangalore,Diesel,Sedan,First Owner,70000.0,Diesel Engine
Automatic,Ford Endeavour,2010.0,Bangalore,Diesel,SUV,Third Owner,100000.0,TDCi Diesel Engine
Manual,Maruti Ignis,2017.0,Bangalore,Petrol,Hatchback,First Owner,16306.0,1.2-Litre VVT Petrol Engine
Manual,Maruti Wagon R,2020.0,Bangalore,Petrol,Hatchback,Third Owner,25086.0,K12M Petrol Engine
Manual,Maruti Baleno,2017.0,Bangalore,Petrol,Hatchback,First Owner,54845.0,1.2L VVT Engine
Manual,Ford Freestyle,2020.0,Bangalore,Diesel,Hatchback,First Owner,35642.0,1.5 litre Diesel Engine
Automatic,Maruti Baleno,2016.0,Bangalore,Petrol,Hatchback,First Owner,22173.0,VVT Petrol Engine
Automatic,BMW 5 Series,2018.0,Bangalore,Diesel,Sedan,First Owner,50000.0,TwinPower Turbo Inline 6 Cylinder Engine
Manual,Hyundai Grand i10,2014.0,Bangalore,Petrol,Hatchback,First Owner,67790.0,Kappa VTVT Petrol Engine
Manual,Maruti Alto K10,2019.0,Bangalore,Petrol,Hatchback,First Owner,38000.0,K Series Petrol Engine
Manual,Honda Brio,2012.0,Bangalore,Petrol,Hatchback,Second Owner,49713.0,i-VTEC Engine
Manual,Renault KWID,2021.0,Bangalore,Petrol,Hatchback,First Owner,10002.0,1.0 SCe
Manual,Mahindra XUV500,2017.0,Bangalore,Diesel,SUV,First Owner,46706.0,mHawk Diesel Engine
Manual,Maruti Swift,2014.0,Bangalore,Diesel,Hatchback,Second Owner,90000.0,DDiS Diesel Engine
Automatic,BMW X3,2016.0,Bangalore,Diesel,SUV,First Owner,106000.0,xDrive20d Diesel Engine
Automatic,Volkswagen Polo,2017.0,Bangalore,Petrol,Hatchback,First Owner,55833.0,TSI Petrol Engine
Automatic,Audi Q3,2015.0,Bangalore,Diesel,SUV,Second Owner,46716.0,TDI Quattro Diesel Engine
Manual,Skoda Rapid,2016.0,Bangalore,Diesel,Sedan,First Owner,54000.0,Diesel Engine
Manual,Ford Ecosport,2016.0,Bangalore,Diesel,SUV,Second Owner,68000.0,TDCi Diesel Engine
Manual,Ford Figo,2010.0,Bangalore,Diesel,Hatchback,Third Owner,113348.0,Duratorq Diesel Engine
Automatic,Audi A6,2014.0,Bangalore,Diesel,Sedan,First Owner,134000.0,TDI Diesel Engine 
Automatic,Renault Kiger,2022.0,Bangalore,Petrol,SUV,First Owner,20000.0,1.0L energy
Manual,Maruti Swift,2014.0,Bangalore,Petrol,Hatchback,First Owner,52311.0,K Series Dual jet
Manual,Maruti Swift Dzire,2014.0,Bangalore,Petrol,Sedan,First Owner,59514.0,
Automatic,Renault Kiger,2022.0,Bangalore,Petrol,SUV,First Owner,10000.0,1.0L energy
Manual,Maruti Baleno,2020.0,Bangalore,Petrol,Hatchback,First Owner,36743.0,1.2L VVT Engine
Manual,Maruti Celerio,2015.0,Bangalore,Petrol,Hatchback,First Owner,83046.0,K10C
Automatic,Maruti Celerio,2018.0,Bangalore,Petrol,Hatchback,First Owner,10000.0,K10B Engine
Manual,Honda Jazz,2016.0,Bangalore,Petrol,Hatchback,Second Owner,59420.0,i-VTEC Petrol Engine
Manual,Tata Tigor,2023.0,Bangalore,Petrol,Sedan,First Owner,4545.0,Revotron Engine
Manual,Maruti Swift,2011.0,Bangalore,Petrol,Hatchback,First Owner,70404.0,K Series Dual jet
Manual,Maruti Ciaz,2016.0,Bangalore,Petrol,Sedan,First Owner,39725.0,k14B VVT Engine
Automatic,BMW 3 Series,2022.0,Bangalore,Petrol,Sedan,First Owner,10000.0,TwinPower Turbo 4 Cylinder Petrol Engine
Automatic,Kia Seltos,2022.0,Bangalore,Diesel,SUV,First Owner,10000.0,1.5L CRDi VGT
Manual,Maruti Wagon R,2006.0,Bangalore,Petrol,Hatchback,Second Owner,60000.0,K Series Petrol Engine
Manual,Ford Ecosport,2018.0,Bangalore,Petrol,SUV,Second Owner,50000.0,Ti-VCT Petrol Engine
Manual,MG Hector,2023.0,Bangalore,Petrol,SUV,First Owner,10000.0,1.5 L Turbocharged Intercooled
Manual,Hyundai Elantra,2013.0,Bangalore,Petrol,Sedan,Third Owner,50000.0,Dual VTVT Petrol Engine
Manual,Ford Ecosport,2021.0,Bangalore,Diesel,SUV,First Owner,23272.0,TDCi Diesel Engine
Manual,Ford Ecosport,2020.0,Bangalore,Petrol,SUV,First Owner,8407.0,Ti-VCT Petrol Engine
Automatic,Maruti Swift,2018.0,Bangalore,Petrol,Hatchback,First Owner,50000.0,VTVT Engine
Automatic,Audi A4,2018.0,Bangalore,Diesel,Sedan,First Owner,10000.0,TDI Diesel Engine
Automatic,Hyundai Creta,2021.0,Bangalore,Petrol,SUV,First Owner,14881.0,1.4 L Turbo GDi Petrol
Manual,Hyundai i20,2012.0,Bangalore,Petrol,Hatchback,First Owner,54305.0,Kappa VTVT Petrol Engine
Manual,Hyundai i10,2016.0,Bangalore,Petrol,Hatchback,Second Owner,50000.0,IRDE2 Engine
Automatic,Maruti Ignis,2017.0,Bangalore,Petrol,Hatchback,First Owner,64998.0,1.2-Litre VVT Petrol Engine
Manual,Hyundai i20,2015.0,Bangalore,Petrol,Hatchback,First Owner,75940.0,Kappa VTVT Petrol Engine
Manual,Honda Jazz,2016.0,Bangalore,Petrol,Hatchback,First Owner,25639.0,i-VTEC Petrol Engine
Manual,Mahindra XUV500,2019.0,Bangalore,Diesel,SUV,First Owner,44107.0,mHawk Diesel Engine
Manual,Hyundai Verna,2014.0,Bangalore,Petrol,Sedan,Second Owner,60000.0,VTVT Petrol Engine
Manual,Maruti Celerio,2018.0,Bangalore,Petrol,Hatchback,First Owner,41594.0,K10B Engine
Automatic,Maruti Wagon R,2020.0,Bangalore,Petrol,Hatchback,Second Owner,24786.0,K12M Petrol Engine
Manual,Maruti Alto K10,2017.0,Bangalore,Petrol,Hatchback,First Owner,56000.0,K Series Petrol Engine
Automatic,Honda City,2018.0,Bangalore,Petrol,Sedan,First Owner,90000.0,Water Cooled Inline i-VTEC DOHC with VTC
Manual,Hyundai i20,2019.0,Bangalore,Petrol,Hatchback,Second Owner,31000.0,Kappa VTVT Petrol Engine
Automatic,Jaguar F-Pace,2018.0,Bangalore,Diesel,SUV,Second Owner,30000.0,Diesel Engine
Manual,Hyundai Verna,2017.0,Bangalore,Petrol,Sedan,First Owner,36000.0,VTVT Petrol Engine
Manual,Maruti Swift,2018.0,Bangalore,Petrol,Hatchback,First Owner,19065.0,VTVT Engine
Automatic,Honda Jazz,2019.0,Bangalore,Petrol,Hatchback,First Owner,30538.0,i-VTEC Petrol Engine
Manual,Hyundai i20,2018.0,Bangalore,Petrol,Hatchback,Second Owner,48891.0,Kappa VTVT Petrol Engine
Automatic,Mercedes-Benz A Class,2014.0,Bangalore,Petrol,Hatchback,Second Owner,60000.0,In-Line Petrol Engine
Manual,Maruti Swift,2018.0,Bangalore,Petrol,Hatchback,First Owner,26676.0,VTVT Engine
Manual,Maruti Swift,2015.0,Bangalore,Petrol,Hatchback,First Owner,35647.0,K Series Dual jet
Manual,Toyota Glanza,2020.0,Bangalore,Petrol,Hatchback,First Owner,63825.0,1.2 L Petrol Engine
Manual,Honda City,2018.0,Bangalore,Petrol,Sedan,Second Owner,31346.0,i VTEC Engine
Manual,Hyundai i20,2015.0,Bangalore,Petrol,Hatchback,Second Owner,79349.0,Kappa VTVT Petrol Engine
Manual,Mahindra XUV500,2015.0,Bangalore,Diesel,SUV,First Owner,88203.0,mHawk Diesel Engine
Automatic,Audi Q3,2018.0,Bangalore,Diesel,SUV,First Owner,37370.0,TDI Quattro Diesel Engine
Manual,Maruti Wagon R,2015.0,Bangalore,Petrol,Hatchback,First Owner,52228.0,K10B Petrol Engine
Automatic,Hyundai Creta,2015.0,Bangalore,Diesel,SUV,First Owner,70000.0,U2 CRDI VGT Engine
Manual,Nissan Magnite,2022.0,Bangalore,Petrol,SUV,First Owner,40542.0,HRA0 1.0 TURBO PETROL
