transmission,model,Year of Manufacture,City,Fuel Type,bt,Ownership,Kms Driven,Engine Type
Manual,Mahindra Marazzo,2018.0,Hyderabad,Diesel,MUV,First Owner,115000.0,D15 1.5 Liter Diesel Engine
Manual,Maruti Alto 800,2016.0,Hyderabad,Petrol,Hatchback,First Owner,50000.0,F8D Petrol Engine
Manual,Datsun RediGO,2021.0,Hyderabad,Petrol,Hatchback,First Owner,18569.0,1.0 L Petrol Engine
Manual,Hyundai Grand i10,2018.0,Hyderabad,Diesel,Hatchback,First Owner,98455.0,U2 CRDi  Diesel Engine
Automatic,Skoda Rapid,2015.0,Hyderabad,Diesel,Sedan,First Owner,85000.0,Diesel Engine
Manual,Volkswagen Ameo,2016.0,Hyderabad,Petrol,Sedan,First Owner,97921.0,MPI Petrol Engine
Manual,Datsun RediGO,2020.0,Hyderabad,Petrol,Hatchback,Second Owner,19205.0,1.0 L Petrol Engine
Manual,Maruti Swift,2019.0,Hyderabad,Diesel,Hatchback,Second Owner,122000.0,DDiS 190 Engine
Manual,Maruti Ignis,2018.0,Hyderabad,Petrol,Hatchback,First Owner,97644.0,1.2-Litre VVT Petrol Engine
Manual,Hyundai i10,2010.0,Hyderabad,Petrol,Hatchback,First Owner,82000.0,Petrol Engine
Manual,Maruti Swift,2013.0,Hyderabad,Diesel,Hatchback,Second Owner,70607.0,DDiS Diesel Engine
Automatic,Hyundai Verna,2016.0,Hyderabad,Petrol,Sedan,First Owner,71144.0,VTVT Petrol Engine
Automatic,Hyundai Verna,2022.0,Hyderabad,Petrol,Sedan,First Owner,2373.0,1.5 l MPi petrol
Automatic,Hyundai i20,2021.0,Hyderabad,Petrol,Hatchback,First Owner,56753.0,1.0 l Turbo GDi petrol
Manual,Maruti Vitara Brezza,2018.0,Hyderabad,Diesel,SUV,First Owner,72000.0,DDiS 200 Diesel Engine
Manual,Maruti Baleno,2018.0,Hyderabad,Petrol,Hatchback,Second Owner,64487.0,VVT Petrol Engine
Manual,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,First Owner,95783.0,VVT Petrol Engine
Automatic,Tata Hexa,2019.0,Hyderabad,Diesel,MUV,Second Owner,60000.0,2.2 LTR. VARICOR 400
Manual,Maruti XL6,2021.0,Hyderabad,Petrol,MUV,First Owner,59108.0,K15B Smart Hybrid
Automatic,Mercedes-Benz C-Class,2019.0,Hyderabad,Diesel,Sedan,Second Owner,50000.0,In-Line Engine
Manual,Nissan Kicks,2020.0,Hyderabad,Petrol,SUV,Second Owner,31500.0,1.3 L HR13DDT Turbo Petrol
Manual,Mahindra XUV500,2015.0,Hyderabad,Diesel,SUV,First Owner,128193.0,mHawk Diesel Engine
Manual,Hyundai Verna,2018.0,Hyderabad,Diesel,Sedan,First Owner,87810.0,U2 VGT Diesel Engine
Manual,Hyundai Creta,2017.0,Hyderabad,Petrol,SUV,Second Owner,64951.0,VTVT Petrol Engine
Manual,Hyundai Santro Xing,2012.0,Hyderabad,Petrol,Hatchback,Second Owner,50000.0,Petrol Engine 
Manual,Hyundai Creta,2017.0,Hyderabad,Diesel,SUV,First Owner,97161.0,U2 CRDI VGT Engine
Manual,Volkswagen Ameo,2017.0,Hyderabad,Petrol,Sedan,First Owner,67805.0,MPI Petrol Engine
Automatic,Audi Q3,2014.0,Hyderabad,Diesel,SUV,Second Owner,158000.0,TDI Diesel Engine
Manual,Maruti Alto K10,2014.0,Hyderabad,Petrol,Hatchback,Second Owner,70435.0,K10C
Manual,MG Hector,2020.0,Hyderabad,Diesel,SUV,First Owner,49287.0,
Automatic,Hyundai Santro,2018.0,Hyderabad,Petrol,Hatchback,Second Owner,84759.0,1.1 litre Petrol Engine
Manual,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,Second Owner,74538.0,VVT Petrol Engine
Manual,Mahindra Scorpio,2010.0,Hyderabad,Diesel,SUV,First Owner,53000.0,In-Line Engine
Manual,Maruti Alto 800,2017.0,Hyderabad,Petrol,Hatchback,Second Owner,79024.0,F8D Petrol Engine
Manual,Maruti Celerio,2016.0,Hyderabad,Diesel,Hatchback,First Owner,80000.0,DDiS Diesel Engine
Automatic,Mercedes-Benz E-Class,2019.0,Hyderabad,Diesel,Sedan,First Owner,56000.0,CDI In-line Engine
Manual,Hyundai Creta,2018.0,Hyderabad,Diesel,SUV,First Owner,62125.0,U2 CRDI VGT Engine
Manual,Toyota Etios Cross,2014.0,Hyderabad,Diesel,Hatchback,First Owner,95596.0,D-4D Diesel Engine
Manual,Hyundai Grand i10,2019.0,Hyderabad,Petrol,Hatchback,First Owner,18500.0,Kappa VTVT Petrol Engine
Manual,Maruti Swift,2016.0,Hyderabad,Diesel,Hatchback,Second Owner,144000.0,DDiS 190 Engine
Manual,Honda City,2021.0,Hyderabad,Petrol,Sedan,First Owner,55200.0,Water Cooled Inline i-VTEC DOHC with VTC
Manual,Hyundai i20,2016.0,Hyderabad,Diesel,Hatchback,First Owner,188058.0,U2 CRDI Diesel Engine
Manual,Hyundai i20,2016.0,Hyderabad,Petrol,Hatchback,First Owner,71779.0,Kappa VTVT Petrol Engine
Manual,Honda City,2015.0,Hyderabad,Petrol,Sedan,Third Owner,101176.0,i VTEC Engine
Manual,Maruti Celerio,2016.0,Hyderabad,Diesel,Hatchback,First Owner,75000.0,DDiS Diesel Engine
Manual,Honda Jazz,2017.0,Hyderabad,Petrol,Hatchback,First Owner,66676.0,i-VTEC Petrol Engine
Manual,Maruti Alto 800,2018.0,Hyderabad,Petrol,Hatchback,First Owner,2236.0,F8D Petrol Engine
Automatic,Mahindra Alturas G4,2019.0,Hyderabad,Diesel,SUV,First Owner,62000.0,D22DTR
Manual,Hyundai i10,2012.0,Hyderabad,Petrol,Hatchback,Second Owner,74754.0,IRDE2 Engine
Manual,Maruti Baleno,2018.0,Hyderabad,Petrol,Hatchback,First Owner,66244.0,1.2L VVT Engine
Manual,Renault KWID,2022.0,Hyderabad,Petrol,Hatchback,First Owner,17341.0,1.0 SCe
Manual,Hyundai Grand i10,2018.0,Hyderabad,Petrol,Hatchback,First Owner,44675.0,Kappa VTVT Petrol Engine
Manual,Mahindra Jeep,,Hyderabad,Diesel,SUV,Third Owner,70000.0,
Manual,Maruti Baleno,2022.0,Hyderabad,Petrol,Hatchback,First Owner,30829.0,1.2 L K Series Engine
Manual,Tata Zest,2015.0,Hyderabad,Petrol,Sedan,Second Owner,100000.0,Revotron Engine
Manual,Maruti Ciaz,2019.0,Hyderabad,Diesel,Sedan,First Owner,53800.0,DDiS 225 Diesel Engine
Manual,Hyundai Creta,2017.0,Hyderabad,Diesel,SUV,First Owner,122000.0,U2 CRDI Engine
Manual,Mahindra XUV500,2017.0,Hyderabad,Diesel,SUV,First Owner,107220.0,mHawk Diesel Engine
Manual,Honda City,2015.0,Hyderabad,Diesel,Sedan,First Owner,129000.0,i DTEC Diesel Engine 
Automatic,Mercedes-Benz GLS,2017.0,Hyderabad,Diesel,SUV,First Owner,60000.0,V-Type Engine
Manual,Datsun RediGO,2018.0,Hyderabad,Petrol,Hatchback,First Owner,83829.0,1.0L Petrol Engine
Automatic,Audi Q5,2017.0,Hyderabad,Diesel,SUV,First Owner,70000.0,TDI Quattro Engine 
Manual,Honda Brio,2013.0,Hyderabad,Petrol,Hatchback,Second Owner,52996.0,i-VTEC Engine
Automatic,Renault KWID,2021.0,Hyderabad,Petrol,Hatchback,Second Owner,16105.0,Petrol Engine
Manual,Mercedes-Benz C-Class,2016.0,Hyderabad,Diesel,Sedan,First Owner,151901.0,In-Line Engine
Manual,Maruti Baleno,2021.0,Hyderabad,Petrol,Hatchback,First Owner,15680.0,1.2L VVT Engine
Automatic,Maruti Swift,2019.0,Hyderabad,Petrol,Hatchback,First Owner,55065.0,K Series Dual jet
Manual,Toyota Etios Liva,2016.0,Hyderabad,Diesel,Hatchback,Second Owner,120000.0,D-4D Diesel Engine
Automatic,Tata Tiago,2021.0,Hyderabad,Petrol,Hatchback,Second Owner,15518.0,1.2 L Revotron
Automatic,Honda Amaze,2018.0,Hyderabad,Diesel,Sedan,First Owner,39907.0,i-DTEC Diesel Engine
Manual,Hyundai i20,2017.0,Hyderabad,Petrol,Hatchback,First Owner,45560.0,Kappa VTVT Petrol Engine
Manual,Hyundai i10,2012.0,Hyderabad,Petrol,Hatchback,First Owner,42096.0,DOHC Kappa2 Engine
Automatic,Mercedes-Benz CLA,2015.0,Hyderabad,Diesel,Sedan,Second Owner,70500.0,In Line Diesel Engine
Manual,Honda City,2018.0,Hyderabad,Petrol,Sedan,First Owner,63886.0,i VTEC Engine
Manual,Tata Hexa,2017.0,Hyderabad,Diesel,MUV,First Owner,95600.0,2.2 LTR. VARICOR 400
Automatic,Mercedes-Benz E-Class,2013.0,Hyderabad,Diesel,Sedan,First Owner,101000.0,In-Line Diesel Engine
Automatic,Mercedes-Benz E-Class,2015.0,Hyderabad,Diesel,Sedan,First Owner,61000.0,In-Line Diesel Engine
Automatic,BMW X1,2016.0,Hyderabad,Diesel,SUV,First Owner,95000.0,sDrive20d Diesel Engine
Automatic,Audi Q3,2017.0,Hyderabad,Diesel,SUV,First Owner,97000.0,TDI Quattro Diesel Engine
Manual,Maruti Swift,2016.0,Hyderabad,Diesel,Hatchback,First Owner,61000.0,DDiS Diesel Engine
Automatic,Hyundai Grand i10,2017.0,Hyderabad,Petrol,Hatchback,First Owner,18000.0,Kappa VTVT Petrol Engine
Automatic,Hyundai Grand i10,2016.0,Hyderabad,Petrol,Hatchback,First Owner,63000.0,Kappa VTVT Petrol Engine
Manual,Maruti Baleno,2018.0,Hyderabad,Petrol,Hatchback,Second Owner,52617.0,VVT Petrol Engine
Manual,Maruti Celerio,2019.0,Hyderabad,Petrol,Hatchback,First Owner,51865.0,K10C
Manual,Audi Q3,2017.0,Hyderabad,Diesel,SUV,First Owner,93000.0,TDI Diesel Engine
Manual,Maruti Swift,2015.0,Hyderabad,Petrol,Hatchback,First Owner,110410.0,K Series Dual jet
Automatic,Maruti Ciaz,2017.0,Hyderabad,Petrol,Sedan,First Owner,55846.0,k14B VVT Engine
Manual,Renault KWID,2020.0,Hyderabad,Petrol,Hatchback,First Owner,47000.0,1.0 SCe
Manual,Ford Ecosport,2018.0,Hyderabad,Petrol,SUV,First Owner,39914.0,Ti-VCT Petrol Engine
Manual,Hyundai Santro Xing,2010.0,Hyderabad,Petrol,Hatchback,First Owner,73000.0,Petrol Engine 
Manual,Hyundai i20,2016.0,Hyderabad,Petrol,Hatchback,First Owner,88048.0,Kappa VTVT Petrol Engine
Manual,Hyundai i10,2013.0,Hyderabad,Petrol,Hatchback,Second Owner,92278.0,Kappa Petrol Engine
Manual,Toyota Qualis,2003.0,Hyderabad,Diesel,SUV,First Owner,260000.0,
Manual,Honda City,2016.0,Hyderabad,Petrol,Sedan,First Owner,92960.0,i VTEC Engine
Manual,Tata Altroz,2020.0,Hyderabad,Petrol,Hatchback,First Owner,63000.0,1.2 l Revotron
Automatic,Renault Kiger,2021.0,Hyderabad,Petrol,SUV,First Owner,20000.0,1.0L energy
Automatic,Jeep Compass,2022.0,Hyderabad,Petrol,SUV,First Owner,7000.0,1.4L MultiAir Petrol
Automatic,Maruti S-Presso,2022.0,Hyderabad,Petrol,Hatchback,First Owner,4600.0,K10C
Manual,Honda City,2021.0,Hyderabad,Petrol,Sedan,First Owner,22800.0,i VTEC Engine
Manual,Ford Fiesta,2006.0,Hyderabad,Diesel,Sedan,First Owner,150000.0,In-Line Engine
Manual,Maruti Swift Dzire Tour,2020.0,Hyderabad,Petrol,Sedan,First Owner,10000.0,VVT
Manual,Ford Figo,2010.0,Hyderabad,Petrol,Hatchback,Second Owner,70000.0,Petrol Engine
Manual,Maruti Alto 800,2020.0,Hyderabad,Petrol,Hatchback,First Owner,44790.0,F8D Petrol Engine
Manual,Maruti S-Presso,2022.0,Hyderabad,Petrol,Hatchback,First Owner,14213.0,K10C
Manual,Maruti Vitara Brezza,2018.0,Hyderabad,Diesel,SUV,Second Owner,102000.0,DDiS 200 Diesel Engine
Manual,Hyundai i10,2012.0,Hyderabad,Petrol,Hatchback,Third Owner,40724.0,Kappa Petrol Engine
Manual,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,Second Owner,55724.0,VVT Petrol Engine
Manual,Maruti Swift Dzire,2010.0,Hyderabad,Petrol,Sedan,First Owner,100000.0,In-Line Engine
Manual,Maruti Alto 800,2017.0,Hyderabad,Petrol,Hatchback,First Owner,85396.0,F8D Petrol Engine
Manual,Maruti Baleno,2016.0,Hyderabad,Petrol,Hatchback,Second Owner,50000.0,VVT Petrol Engine
Manual,Maruti Alto 800,2016.0,Hyderabad,Petrol,Hatchback,First Owner,27136.0,F8D Petrol Engine
Manual,Ford Freestyle,2019.0,Hyderabad,Petrol,Hatchback,First Owner,44591.0,1.2 litre Petrol Engine
Automatic,Mercedes-Benz C-Class,2021.0,Hyderabad,Petrol,Coupe,First Owner,6000.0,V-Type Engine
Manual,Maruti Ignis,2018.0,Hyderabad,Petrol,Hatchback,First Owner,20034.0,1.2-Litre VVT Petrol Engine
Manual,Hyundai Santro Xing,2012.0,Hyderabad,Petrol,Hatchback,Second Owner,50000.0,Petrol Engine 
Manual,Kia Carens,2022.0,Hyderabad,Petrol,MUV,First Owner,47529.0,Smartstream G1.5
Automatic,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,First Owner,46739.0,1.2L VVT Engine
Manual,Hyundai Verna,2012.0,Hyderabad,Diesel,Sedan,Second Owner,150000.0,Diesel Engine
Automatic,Maruti Celerio X,2019.0,Hyderabad,Petrol,Hatchback,First Owner,62000.0,K10B Petrol Engine
Manual,Maruti XL6,2021.0,Hyderabad,Petrol,MUV,First Owner,45000.0,K15B Smart Hybrid
Automatic,Honda City,2020.0,Hyderabad,Petrol,Sedan,First Owner,36000.0,Water Cooled Inline i-VTEC DOHC with VTC
Manual,Honda City,2019.0,Hyderabad,Petrol,Sedan,First Owner,40000.0,i VTEC Engine
Manual,Datsun RediGO,2020.0,Hyderabad,Petrol,Hatchback,First Owner,15850.0,1.0L Petrol Engine
Automatic,Maruti Swift Dzire,2017.0,Hyderabad,Petrol,Sedan,First Owner,62535.0,K Series VVT Engine
Manual,Maruti Vitara Brezza,2018.0,Hyderabad,Diesel,SUV,First Owner,94600.0,DDiS 200 Diesel Engine
Manual,Maruti Swift Dzire,2013.0,Hyderabad,Petrol,Sedan,Second Owner,80375.0,
Manual,Honda Brio,2012.0,Hyderabad,Petrol,Hatchback,Third Owner,97935.0,i-VTEC Engine
Manual,Hyundai i20,2019.0,Hyderabad,Petrol,Hatchback,First Owner,38300.0,Kappa VTVT Petrol Engine
Manual,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,First Owner,81917.0,VVT Petrol Engine
Manual,Maruti Baleno,2016.0,Hyderabad,Petrol,Hatchback,First Owner,69000.0,VVT Petrol Engine
Manual,Hyundai Grand i10,2016.0,Hyderabad,Petrol,Hatchback,Second Owner,43566.0,Kappa VTVT Petrol Engine
Manual,Hyundai i20,2015.0,Hyderabad,Petrol,Hatchback,Second Owner,94201.0,Kappa VTVT Petrol Engine
Automatic,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,First Owner,50000.0,VVT Petrol Engine
Manual,Tata Tiago,2019.0,Hyderabad,Petrol,Hatchback,First Owner,40689.0,Revotron Engine
Manual,Honda Amaze,2018.0,Hyderabad,Petrol,Sedan,First Owner,35849.0,i-VTEC Petrol Engine
Manual,MG Hector,2021.0,Hyderabad,Diesel,SUV,First Owner,15833.0,
Manual,Skoda Laura,2011.0,Hyderabad,Diesel,Sedan,Second Owner,90000.0,Turbocharged Diesel Engin
Manual,Hyundai i20,2019.0,Hyderabad,Petrol,Hatchback,First Owner,62000.0,Kappa VTVT Petrol Engine
Manual,Maruti Alto K10,2017.0,Hyderabad,Petrol,Hatchback,Third Owner,40000.0,K Series Petrol Engine
Automatic,Tata New Safari,2021.0,Hyderabad,Diesel,SUV,First Owner,20000.0,Kryotec 2.0 L Turbocharged Engine
Manual,Tata Tiago NRG,2022.0,Hyderabad,Petrol,Hatchback,First Owner,10000.0,Revotron 1.2 l
Manual,Hyundai i20,2016.0,Hyderabad,Petrol,Hatchback,First Owner,69552.0,Kappa VTVT Petrol Engine
Automatic,Renault KWID,2018.0,Hyderabad,Petrol,Hatchback,First Owner,97610.0,Petrol Engine
Automatic,Honda City,2012.0,Hyderabad,Petrol,Sedan,Second Owner,74914.0,SOHC i-VTEC
Automatic,Tata Harrier,2022.0,Hyderabad,Diesel,SUV,First Owner,41000.0,Kryotec 2.0 L Turbocharged Engine
Manual,Hyundai i20,2015.0,Hyderabad,Petrol,Hatchback,Second Owner,101887.0,Kappa VTVT Petrol Engine
Manual,Maruti Wagon R,2012.0,Hyderabad,Petrol,Hatchback,Second Owner,42217.0,K Series Petrol Engine
Automatic,Jeep Compass,2019.0,Hyderabad,Petrol,SUV,First Owner,63000.0,1.4-Litre 4-Cyl Multiair Engine
Automatic,Maruti Celerio,2016.0,Hyderabad,Petrol,Hatchback,Second Owner,80315.0,K10C
Manual,Maruti Wagon R,2013.0,Hyderabad,Petrol,Hatchback,First Owner,55000.0,K Series Petrol Engine
Manual,Datsun GO,2019.0,Hyderabad,Petrol,Hatchback,First Owner,64447.0,Naturally Aspirated 12V DOHC EFI
Automatic,Hyundai Grand i10 Nios,2019.0,Hyderabad,Petrol,Hatchback,First Owner,76947.0,1.2 Kappa petrol
Manual,Datsun RediGO,2018.0,Hyderabad,Petrol,Hatchback,First Owner,23110.0,0.8L Petrol Engine
Manual,Hyundai Grand i10,2018.0,Hyderabad,Petrol,Hatchback,Second Owner,40235.0,Kappa VTVT Petrol Engine
Manual,Maruti Swift,2017.0,Hyderabad,Petrol,Hatchback,First Owner,48992.0,VTVT Engine
Automatic,Hyundai Grand i10,2019.0,Hyderabad,Petrol,Hatchback,First Owner,21000.0,Kappa VTVT Petrol Engine
Automatic,Citroen C5 Aircross,2021.0,Hyderabad,Diesel,SUV,First Owner,30465.0,DW10FC
Manual,Maruti Celerio,2022.0,Hyderabad,CNG,Hatchback,First Owner,50000.0,K10C
Manual,Honda Mobilio,2015.0,Hyderabad,Petrol,MUV,Second Owner,90000.0,i-VTEC Engine
Manual,Honda Mobilio,2014.0,Hyderabad,Diesel,MUV,First Owner,136083.0,i-DTEC Engine
Manual,Honda City,2007.0,Hyderabad,Petrol,Sedan,Second Owner,90000.0,In-Line Engine
Manual,Maruti Vitara Brezza,2019.0,Hyderabad,Diesel,SUV,First Owner,100000.0,DDiS 200 Diesel Engine
Manual,Maruti Ignis,2018.0,Hyderabad,Petrol,Hatchback,Second Owner,39817.0,1.2-Litre VVT Petrol Engine
Manual,Maruti Ciaz,2017.0,Hyderabad,Diesel,Sedan,First Owner,54063.0,DDIS 200 Engine
Manual,Hyundai i20 N Line,2021.0,Hyderabad,Petrol,Hatchback,First Owner,37000.0,1.0 Turbo GDI
Manual,Hyundai Grand i10,2013.0,Hyderabad,Petrol,Hatchback,First Owner,67372.0,Kappa VTVT Petrol Engine
Manual,Maruti Alto 800,2019.0,Hyderabad,Petrol,Hatchback,First Owner,76685.0,F8D Petrol Engine
Manual,Maruti Swift,2014.0,Hyderabad,Diesel,Hatchback,First Owner,115595.0,DDiS Diesel Engine
Manual,Volkswagen Polo,2019.0,Hyderabad,Petrol,Hatchback,Second Owner,89956.0,1.0L MPI Petrol
Manual,Maruti Swift Dzire,2011.0,Hyderabad,Diesel,Sedan,Second Owner,120000.0,In-Line Engine
Manual,Hyundai Grand i10,2019.0,Hyderabad,Petrol,Hatchback,First Owner,87189.0,Kappa VTVT Petrol Engine
Manual,Maruti Swift,2019.0,Hyderabad,Petrol,Hatchback,First Owner,42662.0,K Series Dual jet
Manual,Maruti Swift,2014.0,Hyderabad,Diesel,Hatchback,First Owner,69000.0,DDiS Diesel Engine
Automatic,Hyundai Santro,2019.0,Hyderabad,Petrol,Hatchback,First Owner,63002.0,1.1 litre Petrol Engine
Automatic,Volkswagen Passat,2018.0,Hyderabad,Diesel,Sedan,First Owner,120000.0,TDI Engine
Manual,Hyundai Verna,2008.0,Hyderabad,Petrol,Sedan,First Owner,108000.0,In-Line Engine
Manual,Mahindra Marazzo,2020.0,Hyderabad,Diesel,MUV,Second Owner,110000.0,D15 1.5 Litre Diesel Engine
Manual,Hyundai Verna,2018.0,Hyderabad,Petrol,Sedan,Second Owner,40022.0,VTVT Petrol Engine
Manual,Maruti Baleno,2019.0,Hyderabad,Diesel,Hatchback,First Owner,81000.0,DDiS Diesel Engine
Manual,Tata Manza,2011.0,Hyderabad,Diesel,Sedan,First Owner,70000.0,"4 Cylinder, Common Rail, "
Manual,Mahindra TUV 300,2019.0,Hyderabad,Diesel,SUV,First Owner,46000.0,mHawk 100 Diesel Engine
Automatic,Maruti Swift,2018.0,Hyderabad,Petrol,Hatchback,First Owner,45911.0,K Series Dual jet
Manual,Honda City,2016.0,Hyderabad,Petrol,Sedan,First Owner,87335.0,i VTEC Engine
Manual,Maruti Gypsy,2004.0,Hyderabad,Petrol,SUV,Third Owner,15600.0,G13BB MPFI Gasoline Engin
Manual,Ford Ecosport,2018.0,Hyderabad,Petrol,SUV,Second Owner,41108.0,Ti-VCT Petrol Engine
Manual,Maruti Baleno,2019.0,Hyderabad,Petrol,Hatchback,First Owner,35545.0,VVT Petrol Engine
Manual,Hyundai Xcent,2017.0,Hyderabad,Diesel,Sedan,First Owner,120000.0,U2 CRDI Diesel Engine
Manual,Hyundai Grand i10,2016.0,Hyderabad,Petrol,Hatchback,First Owner,54631.0,Kappa VTVT Petrol Engine
Manual,Maruti Ciaz,2015.0,Hyderabad,Diesel,Sedan,First Owner,107000.0,DDIS 200 Engine
Manual,Hyundai Grand i10,2019.0,Hyderabad,Petrol,Hatchback,Second Owner,38471.0,Kappa VTVT Petrol Engine
Manual,Maruti Wagon R,2015.0,Hyderabad,Petrol,Hatchback,Second Owner,72393.0,K10B Petrol Engine
Manual,Ford Figo,2015.0,Hyderabad,Petrol,Hatchback,First Owner,58000.0,Duratec Petrol Engine
Manual,Hyundai Santro,2018.0,Hyderabad,Petrol,Hatchback,First Owner,20266.0,1.1 litre Petrol Engine
Manual,Hyundai i20,2012.0,Hyderabad,Diesel,Hatchback,Third Owner,120000.0,U2 CRDI Diesel Engine 
Manual,Hyundai Santro Xing,2008.0,Hyderabad,Petrol,Hatchback,Second Owner,90000.0,Petrol Engine 
Manual,Hyundai Creta,2017.0,Hyderabad,Diesel,SUV,First Owner,84910.0,U2 CRDI VGT Engine
Manual,Honda City,2020.0,Hyderabad,Petrol,Sedan,First Owner,70000.0,i-VTEC
Manual,Mahindra KUV 100 NXT,2018.0,Hyderabad,Diesel,Hatchback,Second Owner,120000.0,mFALCON D75 Engine
Manual,Hyundai Xcent,2016.0,Hyderabad,Diesel,Sedan,Second Owner,120000.0,U2 CRDI Diesel Engine
Manual,Hyundai Creta,2018.0,Hyderabad,Diesel,SUV,First Owner,109000.0,U2 CRDI VGT Engine
Manual,Maruti Celerio,2016.0,Hyderabad,Petrol,Hatchback,First Owner,44000.0,K10B Engine
Manual,Maruti Celerio X,2019.0,Hyderabad,Petrol,Hatchback,First Owner,44363.0,K10B Petrol Engine
Automatic,Maruti Swift Dzire,2018.0,Hyderabad,Petrol,Sedan,First Owner,39461.0,K Series VVT Engine
Automatic,Mercedes-Benz E-Class,2012.0,Hyderabad,Diesel,Sedan,Second Owner,120000.0,In-Line Engine
Manual,Maruti Baleno,2018.0,Hyderabad,Petrol,Hatchback,First Owner,59126.0,VVT Petrol Engine
Manual,Hyundai Grand i10,2018.0,Hyderabad,Petrol,Hatchback,First Owner,65331.0,Kappa VTVT Petrol Engine
Manual,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,First Owner,45000.0,Boosterjet Petrol Engine
Manual,Maruti Swift,2013.0,Hyderabad,Petrol,Hatchback,Second Owner,41378.0,K Series Dual jet
Manual,Tata Manza,2013.0,Hyderabad,Diesel,Sedan,First Owner,120000.0,Quadrajet Diesel Engine
Manual,Honda City,2014.0,Hyderabad,Petrol,Sedan,First Owner,124781.0,i VTEC Engine
Manual,Maruti Swift,2016.0,Hyderabad,Petrol,Hatchback,First Owner,63313.0,K Series Dual jet
Manual,Maruti Baleno,2016.0,Hyderabad,Diesel,Hatchback,First Owner,62535.0,DDiS Diesel Engine
Manual,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,First Owner,89581.0,VVT Petrol Engine
Manual,Ford Fiesta Classic,2011.0,Hyderabad,Diesel,Sedan,Second Owner,120000.0,In-Line Engine
Automatic,Jaguar XE,2017.0,Hyderabad,Diesel,Sedan,First Owner,78866.0,Diesel Engine
Automatic,Volkswagen Jetta,2014.0,Hyderabad,Diesel,Sedan,Second Owner,120000.0,Diesel Engine
Manual,Mahindra XUV500,2018.0,Hyderabad,Diesel,SUV,First Owner,58000.0,mHawk Diesel Engine
Manual,Maruti Wagon R,2012.0,Hyderabad,Petrol,Hatchback,First Owner,90000.0,K10B Petrol Engine
Manual,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,First Owner,59000.0,Boosterjet Petrol Engine
Automatic,Jaguar XJ,2013.0,Hyderabad,Diesel,Sedan,First Owner,66000.0,3.0 LITRE V6 DIESEL LWB
Automatic,Mercedes-Benz M-Class,2011.0,Hyderabad,Diesel,SUV,Third Owner,100000.0,V-Type Engine
Manual,Maruti S-Presso,2019.0,Hyderabad,Petrol,Hatchback,First Owner,99003.0,K10B
Manual,Maruti S-Presso,2019.0,Hyderabad,Petrol,Hatchback,First Owner,76003.0,K10B
Automatic,Audi Q5,2017.0,Hyderabad,Diesel,SUV,First Owner,70000.0,TDI Quattro Engine 
Manual,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,Third Owner,101863.0,VVT Petrol Engine
Automatic,Volkswagen Vento,2018.0,Hyderabad,Diesel,Sedan,First Owner,107344.0,TDI Diesel Engine
Automatic,Mercedes-Benz M-Class,2011.0,Hyderabad,Diesel,SUV,Third Owner,100000.0,V-Type Engine
Manual,Hyundai Grand i10,2018.0,Hyderabad,Petrol,Hatchback,First Owner,56129.0,Kappa VTVT Petrol Engine
Manual,Maruti Ertiga,2019.0,Hyderabad,Diesel,MUV,First Owner,70599.0,D13A SHVS Engine
Automatic,Honda Amaze,2018.0,Hyderabad,Diesel,Sedan,First Owner,97208.0,i-DTEC Diesel Engine
Manual,Skoda Rapid,2020.0,Hyderabad,Petrol,Sedan,Second Owner,53509.0,1.0L TSI Petrol
Manual,Jeep Compass,2017.0,Hyderabad,Diesel,SUV,First Owner,52000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Hyundai i20,2021.0,Hyderabad,Petrol,Hatchback,First Owner,97621.0,1.2 l Kappa petrol
Manual,Hyundai i10,2009.0,Hyderabad,Petrol,Hatchback,First Owner,113000.0,IRDE2 Engine
Manual,Toyota Innova,2008.0,Hyderabad,Diesel,MUV,First Owner,152000.0,In-Line Engine
Manual,Maruti SX4 S Cross,2018.0,Hyderabad,Diesel,SUV,First Owner,78000.0,DDiS 200 Diesel Engine
Automatic,Audi A4,2011.0,Hyderabad,Diesel,Sedan,First Owner,93000.0,TDI Diesel Engine
Manual,Mercedes-Benz S-Class,,Hyderabad,Petrol,Sedan,First Owner,48000.0,V-Type Engine
Manual,Chevrolet Enjoy,2013.0,Hyderabad,Diesel,MUV,First Owner,55000.0,SMARTECH Diesel Engine
Manual,Maruti Swift Dzire,2012.0,Hyderabad,Diesel,Sedan,First Owner,131852.0,In-Line Engine
Manual,Maruti Swift,2021.0,Hyderabad,Petrol,Hatchback,First Owner,20000.0,VTVT Engine
