transmission,model,Year of Manufacture,City,ft,bt,Ownership,Kms Driven,Engine Type,price
0,198,2018.0,2,1,8,1,80000.0,267,2200000.0
1,89,2013.0,2,4,2,1,42857.0,229,285000.0
1,142,2017.0,2,1,7,1,70000.0,492,600000.0
0,17,2016.0,2,1,8,1,96000.0,236,2350000.0
0,122,2021.0,2,4,7,1,66999.0,78,1675000.0
0,198,2018.0,2,1,8,1,33000.0,267,2850000.0
0,281,2014.0,2,4,8,1,65000.0,163,695000.0
0,157,2018.0,2,4,2,1,49000.0,455,725000.0
0,200,2010.0,2,4,0,3,80000.0,344,790000.0
1,289,2014.0,2,1,4,3,88000.0,159,975000.0
1,180,2014.0,2,1,8,1,74000.0,220,500000.0
0,122,2020.0,2,4,7,1,23000.0,508,1650000.0
1,156,2015.0,2,4,2,1,32192.0,296,253000.0
1,180,2017.0,2,4,8,1,53930.0,508,496000.0
1,50,2017.0,2,4,7,3,70000.0,396,510000.0
1,63,2015.0,2,4,8,3,47121.0,469,554000.0
0,285,2014.0,2,1,7,1,65000.0,205,1425000.0
1,90,2017.0,2,4,2,3,39000.0,320,485000.0
1,170,2023.0,2,0,7,1,20000.0,508,1425000.0
1,87,2016.0,2,1,8,1,150000.0,418,377000.0
1,184,2009.0,2,4,2,4,110000.0,252,100000.0
0,51,2017.0,2,1,7,3,70000.0,236,2250000.0
1,90,2016.0,2,4,2,3,80000.0,320,425000.0
1,179,2016.0,2,4,2,3,40000.0,449,415000.00000000006
0,246,2021.0,2,4,7,1,20000.0,16,1580000.0
1,184,2011.0,2,4,2,3,74000.0,297,165000.0
0,17,2018.0,2,1,8,3,62000.0,414,3550000.0
1,179,2009.0,2,4,2,1,80000.0,278,86000.0
1,165,2014.0,2,1,4,3,100000.0,220,560000.0
1,157,2020.0,2,4,2,1,23256.0,59,634000.0
1,172,2022.0,2,4,2,1,29120.0,453,525000.0
1,50,2018.0,2,1,7,1,62000.0,380,660000.0
1,180,2017.0,2,1,8,1,90513.0,220,562000.0
1,73,2018.0,2,1,7,1,49396.0,421,1114000.0
1,281,2008.0,2,4,8,3,120000.0,227,100000.0
1,155,2019.0,2,4,2,1,18475.0,251,344000.0
0,10,2018.0,2,1,7,3,100000.0,431,4750000.0
1,81,2019.0,2,0,2,1,27792.0,508,530000.0
0,17,2019.0,2,4,8,1,55000.0,414,4500000.0
1,63,2011.0,2,4,8,1,72000.0,278,278000.0
0,190,2022.0,2,1,8,1,10000.0,324,4700000.0
0,125,2021.0,2,1,7,1,25000.0,144,3050000.0
1,73,2017.0,2,4,7,1,40000.0,450,690000.0
1,165,2014.0,2,1,4,1,150000.0,220,550000.0
0,163,2020.0,2,4,8,1,80000.0,301,819999.9999999999
1,300,2011.0,2,4,2,3,120000.0,278,210000.0
1,147,2013.0,2,1,7,1,60000.0,498,399000.0
1,63,2018.0,2,4,8,1,70000.0,469,720000.0
1,77,2014.0,2,4,2,1,57100.0,2,340000.0
1,176,2021.0,2,0,2,1,45623.0,292,457000.0
1,50,2015.0,2,4,7,4,100000.0,248,380000.0
0,180,2019.0,2,4,8,1,7660.0,291,653000.0
1,87,2016.0,2,1,8,1,35272.0,418,426000.0
0,238,2021.0,2,4,2,1,8526.0,344,465000.00000000006
1,90,2011.0,2,4,2,1,62929.0,320,245000.00000000003
1,154,2010.0,2,0,2,3,30000.0,268,80000.0
1,179,2017.0,2,4,2,3,53127.0,291,432000.0
1,165,2018.0,2,4,4,1,42000.0,299,844999.9999999999
1,50,2017.0,2,1,7,1,20000.0,380,580000.0
1,184,2013.0,2,4,2,1,57000.0,289,235000.0
1,184,2013.0,2,4,2,1,44000.0,295,270000.0
0,50,2015.0,2,4,7,1,64000.0,396,625000.0
0,248,2014.0,2,4,8,1,49000.0,106,1050000.0
1,287,2022.0,2,4,2,1,30000.0,37,740000.0
1,248,2017.0,2,4,8,5,37000.0,68,1049000.0
1,90,2018.0,2,4,2,3,30000.0,320,570000.0
1,61,2012.0,2,4,2,1,90000.0,475,275000.0
1,152,2014.0,2,4,2,3,40000.0,264,250000.0
0,101,2019.0,2,4,7,1,64336.0,66,1365000.0
1,300,2016.0,2,4,2,1,83425.0,332,429000.0
0,114,2014.0,2,1,7,4,85000.0,357,2190000.0
1,180,2016.0,2,1,8,1,66181.0,220,544000.0
1,155,2019.0,2,4,2,3,25486.0,251,336000.0
0,197,2017.0,2,4,8,1,35000.0,268,3050000.0
1,179,2016.0,2,4,2,1,25489.0,287,449000.0
0,51,2021.0,2,1,7,3,40000.0,246,3800000.0
1,157,2018.0,2,4,2,1,85363.0,455,503000.0
1,177,2009.0,2,4,8,4,110000.0,278,125000.0
1,50,2014.0,2,1,7,1,40000.0,380,350000.0
0,115,2018.0,2,4,7,1,40000.0,433,9600000.0
0,173,2023.0,2,4,7,1,1500.0,306,1755000.0
1,177,2009.0,2,4,8,4,110000.0,278,125000.0
1,54,2011.0,2,4,2,3,80000.0,344,100000.0
1,180,2022.0,2,0,8,1,20000.0,508,850000.0
1,159,2023.0,2,4,7,1,20000.0,307,1200000.0
1,90,2012.0,2,4,2,3,62000.0,278,275000.0
1,180,2014.0,2,1,8,3,90000.0,220,350000.0
1,89,2011.0,2,4,2,1,67985.0,229,221000.0
1,69,2020.0,2,1,7,1,89722.0,471,827999.9999999999
1,50,2017.0,2,1,7,1,80000.0,380,600000.0
0,290,2020.0,2,4,4,3,49647.0,151,1556000.0
1,243,2020.0,2,4,4,1,110490.0,508,517000.0
1,180,2012.0,2,4,8,3,78000.0,278,325000.0
1,184,2017.0,2,4,2,1,51165.0,295,371000.0
1,176,2022.0,2,4,2,1,14000.0,296,475000.0
1,77,2015.0,2,4,2,1,50576.0,320,406000.0
1,186,2021.0,2,4,4,1,55000.0,305,1090000.0
0,85,2019.0,2,4,7,1,70000.0,314,890000.0
1,184,2009.0,2,4,2,3,80000.0,252,100000.0
0,200,2014.0,2,4,8,1,65000.0,281,1890000.0
1,126,2015.0,2,1,7,4,90000.0,328,485000.0
1,138,2016.0,2,1,7,1,71000.0,497,840000.0
0,63,2019.0,2,4,8,1,60000.0,469,900000.0
1,108,2021.0,2,4,7,1,20000.0,361,950000.0
1,86,2011.0,2,4,8,1,60000.0,450,418000.0
1,73,2019.0,2,1,7,1,38000.0,421,1195000.0
0,121,2023.0,2,1,7,5,7000.0,226,4640000.0
0,300,2022.0,3,4,2,1,20000.0,24,1044000.0
1,74,2014.0,3,4,2,3,85582.0,344,260000.0
1,85,2023.0,3,4,7,1,10000.0,34,955000.0
1,157,2017.0,3,4,2,1,50750.0,455,671000.0
0,144,2022.0,3,4,7,1,10000.0,501,1900000.0
1,108,2021.0,3,4,7,1,10000.0,369,1178000.0
0,160,2017.0,3,4,2,1,66366.0,293,489000.0
0,86,2022.0,3,4,8,1,5000.0,19,1541000.0
1,160,2017.0,3,4,2,1,72544.0,293,465000.00000000006
1,54,2021.0,3,4,2,1,29154.0,396,728000.0
0,273,2018.0,3,4,2,1,70000.0,355,530000.0
1,39,2021.0,3,4,2,1,33730.0,12,466000.0
1,238,2020.0,3,4,2,1,51113.0,344,457000.0
1,300,2013.0,3,1,2,3,40000.0,276,350000.0
1,184,2009.0,3,4,2,1,40000.0,252,290000.0
0,20,2020.0,3,1,7,1,60000.0,236,3800000.0
1,184,2014.0,3,4,2,1,64500.0,295,375000.0
1,184,2020.0,3,4,2,1,40000.0,295,600000.0
1,101,2018.0,3,1,7,1,80000.0,124,1400000.0
1,101,2019.0,3,1,7,1,50000.0,124,1900000.0
1,90,2020.0,3,4,2,1,40000.0,20,740000.0
0,72,2020.0,3,4,8,3,39886.0,45,766000.0
1,236,2014.0,3,1,7,1,107588.0,464,440000.00000000006
1,77,2017.0,3,4,2,1,36621.0,320,519000.00000000006
1,123,2020.0,3,1,7,1,80000.0,135,1600000.0
1,176,2022.0,3,4,2,1,18900.0,296,525000.0
1,107,2019.0,3,1,7,1,70754.0,73,1108000.0
1,176,2020.0,3,4,2,1,59832.0,296,420000.0
1,180,2017.0,3,4,8,3,60068.0,291,605000.0
1,155,2018.0,3,4,2,1,41261.0,251,326000.0
1,50,2020.0,3,4,7,1,32209.0,396,950000.0
1,66,2018.0,3,4,2,1,75747.0,476,639000.0
1,90,2018.0,3,4,2,3,49241.0,320,712000.0
0,208,2018.0,3,1,7,3,100000.0,268,3000000.0
0,51,2016.0,3,1,7,1,119422.0,236,2250000.0
1,179,2021.0,3,4,2,1,33488.0,287,670000.0
1,144,2021.0,3,4,7,1,30000.0,501,1650000.0
1,253,2022.0,3,4,2,1,21000.0,47,875000.0
1,101,2018.0,3,1,7,1,56545.0,124,1600000.0
1,300,2017.0,3,4,2,1,64000.0,332,675000.0
1,296,2018.0,3,4,8,3,71413.0,332,533000.0
1,238,2020.0,3,4,2,3,31920.0,344,487000.0
0,20,2019.0,3,1,7,1,46000.0,236,3390000.0
1,176,2022.0,3,4,2,3,9939.0,296,526000.0
1,157,2022.0,3,4,2,1,7156.0,59,926000.0
1,295,2018.0,3,4,8,1,20608.0,70,850000.0
1,180,2019.0,3,4,8,3,92000.0,291,725000.0
0,160,2018.0,3,4,2,3,67553.0,293,501000.0
1,180,2017.0,3,4,8,1,95286.0,291,577000.0
1,147,2015.0,3,1,7,1,66000.0,498,894999.9999999999
1,77,2019.0,3,4,2,1,35929.0,320,521000.0
1,60,2016.0,3,4,7,1,136035.0,476,650000.0
1,165,2013.0,3,1,4,1,93997.0,220,670000.0
1,249,2018.0,3,4,8,1,60000.0,344,775000.0
1,183,2019.0,3,1,7,1,52220.0,218,980000.0
1,163,2019.0,3,4,8,3,61659.0,479,830000.0000000001
1,180,2020.0,3,4,8,1,65000.0,508,750000.0
1,134,2018.0,3,1,2,1,120000.0,485,450000.0
1,179,2017.0,3,1,2,3,110000.0,220,600000.0
1,155,2017.0,3,4,2,1,78969.0,251,302000.0
1,78,2021.0,3,4,2,3,38939.0,35,736000.0
1,172,2019.0,3,4,2,1,88637.0,51,480000.0
1,90,2021.0,3,4,2,1,19070.0,20,967000.0
1,176,2020.0,3,4,2,1,68556.0,296,432000.0
1,54,2019.0,3,4,2,1,44356.0,396,600000.0
1,180,2016.0,3,4,8,1,73143.0,508,610000.0
0,314,2012.0,3,1,7,1,146769.0,256,1250000.0
1,37,2018.0,3,4,2,1,67527.0,338,337000.0
0,81,2019.0,3,4,2,1,79467.0,30,527000.0
0,17,2014.0,3,1,8,1,103174.0,236,1750000.0
1,300,2017.0,3,4,2,4,103046.0,332,549000.0
1,47,2017.0,3,4,2,3,85110.0,255,270000.0
1,262,2011.0,3,1,8,1,114000.0,236,285000.0
1,235,2017.0,3,1,7,1,70000.0,313,975000.0
1,90,2018.0,3,1,2,1,72000.0,418,725000.0
1,85,2023.0,3,4,7,1,20000.0,34,955000.0
0,105,2022.0,3,1,4,1,32000.0,91,1850000.0
1,85,2023.0,3,4,7,1,20000.0,34,1010000.0
0,107,2021.0,3,4,7,1,22500.0,373,1750000.0
1,90,2016.0,3,4,2,1,54708.0,320,621000.0
1,157,2017.0,3,4,2,1,78031.0,455,633000.0
0,17,2022.0,3,1,8,1,32000.0,414,6900000.0
1,77,2019.0,3,4,2,3,24337.0,320,515000.00000000006
1,157,2019.0,3,4,2,1,82243.0,455,679000.0
1,73,2022.0,3,4,7,1,20000.0,75,1388000.0
0,172,2017.0,3,4,2,3,104701.0,51,609000.0
1,293,2021.0,3,4,7,3,54000.0,477,1000000.0
1,179,2021.0,3,4,2,1,118937.0,287,590000.0
1,179,2017.0,3,1,2,1,105133.0,220,570000.0
0,122,2023.0,3,4,7,1,10000.0,78,2650000.0
0,180,2018.0,3,4,8,1,36290.0,291,679000.0
1,140,2023.0,3,4,7,1,10000.0,500,1800000.0
1,90,2018.0,3,4,2,1,29084.0,320,640000.0
1,160,2020.0,3,4,2,1,66911.0,293,475000.0
0,63,2011.0,3,4,8,1,110000.0,278,430000.0
1,170,2022.0,3,4,7,1,7033.0,508,1700000.0
1,302,2021.0,3,4,7,1,40000.0,97,1950000.0
1,147,2014.0,3,1,7,3,80000.0,498,700000.0
0,77,2018.0,3,4,2,1,22000.0,320,675000.0
1,37,2018.0,3,4,2,1,70200.0,338,430000.0
1,238,2019.0,3,4,2,1,60004.0,344,420000.0
1,184,2020.0,3,4,2,1,60000.0,297,580000.0
1,89,2013.0,3,4,2,3,57078.0,265,334000.0
1,175,2014.0,3,4,2,1,63789.0,289,402000.0
1,27,2016.0,3,1,2,1,120000.0,460,240000.0
0,163,2018.0,3,1,8,3,118207.0,213,734000.0
1,63,2017.0,3,4,8,1,53000.0,473,795000.0
1,157,2016.0,3,4,2,3,105224.0,455,570000.0
1,81,2021.0,3,4,2,3,20837.0,29,551000.0
1,90,2010.0,3,4,2,3,100000.0,278,280000.0
1,39,2021.0,3,4,2,1,24021.0,7,463000.0
1,163,2016.0,3,4,8,1,61000.0,478,625000.0
0,308,2013.0,3,1,8,3,120000.0,398,800000.0
1,52,2008.0,3,4,8,3,64000.0,278,200000.0
1,154,2011.0,3,4,2,1,120000.0,278,170000.0
1,302,2022.0,3,4,7,1,30000.0,97,1950000.0
1,155,2018.0,3,4,2,1,49000.0,251,325000.0
1,135,2018.0,3,1,4,1,115000.0,208,750000.0
1,155,2016.0,3,4,2,1,50000.0,251,275000.0
1,39,2021.0,3,4,2,1,18569.0,12,447000.0
1,77,2018.0,3,1,2,1,98455.0,422,578000.0
0,249,2015.0,3,1,8,1,85000.0,236,600000.0
1,296,2016.0,3,4,8,1,97921.0,332,524000.0
1,39,2020.0,3,4,2,3,19205.0,12,402000.0
1,179,2019.0,3,1,2,3,122000.0,217,667000.0
1,172,2018.0,3,4,2,1,97644.0,51,552000.0
1,89,2010.0,3,4,2,1,82000.0,344,265000.0
1,179,2013.0,3,1,2,3,70607.0,220,443000.0
0,86,2016.0,3,4,8,1,71144.0,450,721000.0
0,86,2022.0,3,4,8,1,2373.0,83,1550000.0
0,90,2021.0,3,4,2,1,56753.0,20,1092000.0
1,183,2018.0,3,1,7,1,72000.0,218,890000.0
1,157,2018.0,3,4,2,3,64487.0,455,550000.0
1,157,2017.0,3,4,2,1,95783.0,455,609000.0
0,257,2019.0,3,1,4,3,60000.0,142,1450000.0
1,186,2021.0,3,4,4,1,59108.0,305,1100000.0
0,197,2019.0,3,1,8,3,50000.0,278,3800000.0
1,224,2020.0,3,4,7,3,31500.0,61,1199000.0
1,147,2015.0,3,1,7,1,128193.0,498,844999.9999999999
1,86,2018.0,3,1,8,1,87810.0,426,1013000.0
1,73,2017.0,3,4,7,3,64951.0,450,1008000.0
1,82,2012.0,3,4,2,3,50000.0,345,260000.0
1,73,2017.0,3,1,7,1,97161.0,421,1124000.0
1,296,2017.0,3,4,8,1,67805.0,332,609000.0
0,7,2014.0,3,1,7,3,158000.0,381,1450000.0
1,156,2014.0,3,4,2,3,70435.0,296,272000.0
1,122,2020.0,3,1,7,1,49287.0,508,1500000.0
0,81,2018.0,3,4,2,3,84759.0,30,522000.0
1,157,2017.0,3,4,2,3,74538.0,455,623000.0
1,138,2010.0,3,1,7,1,53000.0,278,585000.0
1,155,2017.0,3,4,2,3,79024.0,251,298000.0
1,160,2016.0,3,1,2,1,80000.0,220,400000.0
0,200,2019.0,3,1,8,1,56000.0,197,4980000.0
1,73,2018.0,3,1,7,1,62125.0,421,1080000.0
1,283,2014.0,3,1,2,1,95596.0,205,520000.0
1,77,2019.0,3,4,2,1,18500.0,320,680000.0
1,179,2016.0,3,1,2,3,144000.0,217,500000.0
1,63,2021.0,3,4,8,1,55200.0,458,1199000.0
1,90,2016.0,3,1,2,1,188058.0,418,498000.00000000006
1,90,2016.0,3,4,2,1,71779.0,320,633000.0
1,63,2015.0,3,4,8,4,101176.0,469,562000.0
1,160,2016.0,3,1,2,1,75000.0,220,475000.0
1,66,2017.0,3,4,2,1,66676.0,476,601000.0
1,155,2018.0,3,4,2,1,2236.0,251,352000.0
0,125,2019.0,3,1,7,1,62000.0,211,2395000.0
1,89,2012.0,3,4,2,3,74754.0,265,300000.0
1,157,2018.0,3,4,2,1,66244.0,59,720000.0
1,238,2022.0,3,4,2,1,17341.0,15,541000.0
1,77,2018.0,3,4,2,1,44675.0,320,514000.0
1,157,2022.0,3,4,2,1,30829.0,36,780000.0
1,278,2015.0,3,4,8,3,100000.0,355,400000.0
1,163,2019.0,3,1,8,1,53800.0,219,995000.0
1,73,2017.0,3,1,7,1,122000.0,420,940000.0
1,147,2017.0,3,1,7,1,107220.0,498,1490000.0
1,63,2015.0,3,1,8,1,129000.0,468,580000.0
0,209,2017.0,3,1,7,1,60000.0,433,6695000.0
1,39,2018.0,3,4,2,1,83829.0,22,375000.0
0,9,2017.0,3,1,7,1,70000.0,387,3000000.0
1,61,2013.0,3,4,2,3,52996.0,475,314000.0
0,238,2021.0,3,4,2,3,16105.0,344,556000.0
1,157,2021.0,3,4,2,1,15680.0,59,787000.0
0,179,2019.0,3,4,2,1,55065.0,287,595000.0
1,284,2016.0,3,1,2,3,120000.0,205,400000.0
0,273,2021.0,3,4,2,3,15518.0,38,771000.0
0,59,2018.0,3,1,8,1,39907.0,471,790000.0
1,90,2017.0,3,4,2,1,45560.0,320,655000.0
1,89,2012.0,3,4,2,1,42096.0,229,336000.0
0,198,2015.0,3,1,8,3,70500.0,267,1775000.0
1,63,2018.0,3,4,8,1,63886.0,469,832000.0
1,257,2017.0,3,1,4,1,95600.0,142,1025000.0
0,200,2013.0,3,1,8,1,101000.0,276,1995000.0
0,200,2015.0,3,1,8,1,61000.0,276,2650000.0
0,20,2016.0,3,1,7,1,95000.0,502,2450000.0
0,7,2017.0,3,1,7,1,97000.0,385,2550000.0
1,179,2016.0,3,1,2,1,61000.0,220,595000.0
0,77,2017.0,3,4,2,1,18000.0,320,625000.0
0,77,2016.0,3,4,2,1,63000.0,320,599000.0
1,157,2018.0,3,4,2,3,52617.0,455,615000.0
1,160,2019.0,3,4,2,1,51865.0,296,514000.0
1,7,2017.0,3,1,7,1,93000.0,381,2375000.0
1,179,2015.0,3,4,2,1,110410.0,287,458000.0
0,163,2017.0,3,4,8,1,55846.0,478,700000.0
1,238,2020.0,3,4,2,1,47000.0,15,515000.00000000006
1,50,2018.0,3,4,7,1,39914.0,396,822000.0000000001
1,82,2010.0,3,4,2,1,73000.0,345,265000.0
1,90,2016.0,3,4,2,1,88048.0,320,579000.0
1,89,2013.0,3,4,2,3,92278.0,319,318000.0
1,63,2016.0,3,4,8,1,92960.0,469,643000.0
1,253,2020.0,3,4,2,1,63000.0,47,750000.0
0,239,2021.0,3,4,7,1,20000.0,27,825000.0
0,101,2022.0,3,4,7,1,7000.0,67,2675000.0
0,176,2022.0,3,4,2,1,4600.0,296,610000.0
1,63,2021.0,3,4,8,1,22800.0,469,1090000.0
1,52,2006.0,3,1,8,1,150000.0,278,100000.0
1,181,2020.0,3,4,8,1,10000.0,453,625000.0
1,54,2010.0,3,4,2,3,70000.0,344,185000.0
1,155,2020.0,3,4,2,1,44790.0,251,357000.0
1,176,2022.0,3,4,2,1,14213.0,296,547000.0
1,183,2018.0,3,1,7,3,102000.0,218,800000.0
1,89,2012.0,3,4,2,4,40724.0,319,311000.0
1,157,2017.0,3,4,2,3,55724.0,455,570000.0
1,180,2010.0,3,4,8,1,100000.0,278,300000.0
1,155,2017.0,3,4,2,1,85396.0,251,332000.0
1,157,2016.0,3,4,2,3,50000.0,455,510000.0
1,155,2016.0,3,4,2,1,27136.0,251,325000.0
1,55,2019.0,3,4,2,1,44591.0,50,644000.0
0,197,2021.0,3,4,1,1,6000.0,433,8200000.0
1,172,2018.0,3,4,2,1,20034.0,51,528000.0
1,82,2012.0,3,4,2,3,50000.0,345,260000.0
1,105,2022.0,3,4,4,1,47529.0,373,1150000.0
0,157,2017.0,3,4,2,1,46739.0,59,740000.0
1,86,2012.0,3,1,8,3,150000.0,236,410000.0
0,162,2019.0,3,4,2,1,62000.0,295,599000.0
1,186,2021.0,3,4,4,1,45000.0,305,1125000.0
0,63,2020.0,3,4,8,1,36000.0,458,1299000.0
1,63,2019.0,3,4,8,1,40000.0,469,1050000.0
1,39,2020.0,3,4,2,1,15850.0,22,416000.0
0,180,2017.0,3,4,8,1,62535.0,291,642000.0
1,183,2018.0,3,1,7,1,94600.0,218,849000.0
1,180,2013.0,3,4,8,3,80375.0,508,434000.0
1,61,2012.0,3,4,2,4,97935.0,475,276000.0
1,90,2019.0,3,4,2,1,38300.0,320,710000.0
1,157,2017.0,3,4,2,1,81917.0,455,580000.0
1,157,2016.0,3,4,2,1,69000.0,455,575000.0
1,77,2016.0,3,4,2,3,43566.0,320,498000.00000000006
1,90,2015.0,3,4,2,3,94201.0,320,533000.0
0,157,2017.0,3,4,2,1,50000.0,455,699000.0
1,273,2019.0,3,4,2,1,40689.0,355,520000.0
1,59,2018.0,3,4,8,1,35849.0,476,720000.0
1,122,2021.0,3,1,7,1,15833.0,508,1800000.0
1,247,2011.0,3,1,8,3,90000.0,400,380000.0
1,90,2019.0,3,4,2,1,62000.0,320,749000.0
1,156,2017.0,3,4,2,4,40000.0,289,330000.0
0,264,2021.0,3,1,7,1,20000.0,321,2195000.0
1,274,2022.0,3,4,2,1,10000.0,353,700000.0
1,90,2016.0,3,4,2,1,69552.0,320,645000.0
0,238,2018.0,3,4,2,1,97610.0,344,391000.0
0,63,2012.0,3,4,8,3,74914.0,365,509000.0
0,256,2022.0,3,1,7,1,41000.0,321,2275000.0
1,90,2015.0,3,4,2,3,101887.0,320,516000.0
1,184,2012.0,3,4,2,3,42217.0,289,312000.0
0,101,2019.0,3,4,7,1,63000.0,66,1975000.0
0,160,2016.0,3,4,2,3,80315.0,296,434000.0
1,184,2013.0,3,4,2,1,55000.0,289,375000.0
1,37,2019.0,3,4,2,1,64447.0,339,432000.0
0,78,2019.0,3,4,2,1,76947.0,35,688000.0
1,39,2018.0,3,4,2,1,23110.0,7,350000.0
1,77,2018.0,3,4,2,3,40235.0,320,496000.0
1,179,2017.0,3,4,2,1,48992.0,449,630000.0
0,77,2019.0,3,4,2,1,21000.0,320,685000.0
0,36,2021.0,3,1,7,1,30465.0,232,3200000.0
1,160,2022.0,3,0,2,1,50000.0,296,630000.0
1,67,2015.0,3,4,4,3,90000.0,475,550000.0
1,67,2014.0,3,1,4,1,136083.0,472,520000.0
1,63,2007.0,3,4,8,3,90000.0,278,250000.0
1,183,2019.0,3,1,7,1,100000.0,218,1000000.0
1,172,2018.0,3,4,2,3,39817.0,51,496000.0
1,163,2017.0,3,1,8,1,54063.0,213,788000.0
1,92,2021.0,3,4,2,1,37000.0,17,995000.0
1,77,2013.0,3,4,2,1,67372.0,320,416000.0
1,155,2019.0,3,4,2,1,76685.0,251,344000.0
1,179,2014.0,3,1,2,1,115595.0,220,450000.0
1,300,2019.0,3,4,2,3,89956.0,21,523000.00000000006
1,180,2011.0,3,1,8,3,120000.0,278,340000.0
1,77,2019.0,3,4,2,1,87189.0,320,520000.0
1,179,2019.0,3,4,2,1,42662.0,287,628000.0
1,179,2014.0,3,1,2,1,69000.0,220,525000.0
0,81,2019.0,3,4,2,1,63002.0,30,514000.0
0,299,2018.0,3,1,8,1,120000.0,383,1700000.0
1,86,2008.0,3,4,8,1,108000.0,278,290000.0
1,135,2020.0,3,1,4,3,110000.0,209,950000.0
1,86,2018.0,3,4,8,3,40022.0,450,900000.0
1,157,2019.0,3,1,2,1,81000.0,220,750000.0
1,262,2011.0,3,1,8,1,70000.0,175,300000.0
1,142,2019.0,3,1,7,1,46000.0,492,980000.0
0,179,2018.0,3,4,2,1,45911.0,287,675000.0
1,63,2016.0,3,4,8,1,87335.0,469,616000.0
1,171,2004.0,3,4,7,4,15600.0,259,550000.0
1,50,2018.0,3,4,7,3,41108.0,396,814000.0
1,157,2019.0,3,4,2,1,35545.0,455,750000.0
1,87,2017.0,3,1,8,1,120000.0,418,450000.0
1,77,2016.0,3,4,2,1,54631.0,320,498000.00000000006
1,163,2015.0,3,1,8,1,107000.0,213,650000.0
1,77,2019.0,3,4,2,3,38471.0,320,527000.0
1,184,2015.0,3,4,2,3,72393.0,295,329000.0
1,54,2015.0,3,4,2,1,58000.0,244,350000.0
1,81,2018.0,3,4,2,1,20266.0,30,541000.0
1,90,2012.0,3,1,2,4,120000.0,419,340000.0
1,82,2008.0,3,4,2,3,90000.0,345,185000.0
1,73,2017.0,3,1,7,1,84910.0,421,1125000.0
1,63,2020.0,3,4,8,1,70000.0,473,1000000.0
1,134,2018.0,3,1,2,3,120000.0,485,450000.0
1,87,2016.0,3,1,8,3,120000.0,418,445000.0
1,73,2018.0,3,1,7,1,109000.0,421,1195000.0
1,160,2016.0,3,4,2,1,44000.0,293,440000.00000000006
1,162,2019.0,3,4,2,1,44363.0,295,503000.0
0,180,2018.0,3,4,8,1,39461.0,291,702000.0
0,200,2012.0,3,1,8,3,120000.0,278,1175000.0
1,157,2018.0,3,4,2,1,59126.0,455,690000.0
1,77,2018.0,3,4,2,1,65331.0,320,520000.0
1,157,2017.0,3,4,2,1,45000.0,195,699000.0
1,179,2013.0,3,4,2,3,41378.0,287,436000.00000000006
1,262,2013.0,3,1,8,1,120000.0,347,250000.0
1,63,2014.0,3,4,8,1,124781.0,469,502000.0
1,179,2016.0,3,4,2,1,63313.0,287,510000.0
1,157,2016.0,3,1,2,1,62535.0,220,660000.0
1,157,2017.0,3,4,2,1,89581.0,455,599000.0
1,53,2011.0,3,1,8,3,120000.0,278,250000.0
0,98,2017.0,3,1,8,1,78866.0,236,3400000.0
0,298,2014.0,3,1,8,3,120000.0,236,750000.0
1,147,2018.0,3,1,7,1,58000.0,498,1595000.0
1,184,2012.0,3,4,2,1,90000.0,295,310000.0
1,157,2017.0,3,4,2,1,59000.0,195,675000.0
0,100,2013.0,3,1,8,1,66000.0,166,3500000.0
0,210,2011.0,3,1,7,4,100000.0,433,1200000.0
1,176,2019.0,3,4,2,1,99003.0,292,392000.0
1,176,2019.0,3,4,2,1,76003.0,292,401000.0
0,9,2017.0,3,1,7,1,70000.0,387,4200000.0
1,157,2017.0,3,4,2,4,101863.0,455,581000.0
0,305,2018.0,3,1,8,1,107344.0,381,909000.0
0,210,2011.0,3,1,7,4,100000.0,433,2400000.0
1,77,2018.0,3,4,2,1,56129.0,320,543000.0
1,165,2019.0,3,1,4,1,70599.0,207,1100000.0
0,59,2018.0,3,1,8,1,97208.0,471,743000.0
1,249,2020.0,3,4,8,3,53509.0,24,997000.0
1,101,2017.0,3,1,7,1,52000.0,124,1599000.0
1,90,2021.0,3,4,2,1,97621.0,46,811000.0
1,89,2009.0,3,4,2,1,113000.0,265,250000.0
1,289,2008.0,3,1,4,1,152000.0,278,650000.0
1,178,2018.0,3,1,7,1,78000.0,218,975000.0
0,3,2011.0,3,1,8,1,93000.0,381,1199000.0
1,30,2013.0,3,1,4,1,55000.0,359,525000.0
1,180,2012.0,3,1,8,1,131852.0,278,420000.0
1,179,2021.0,3,4,2,1,20000.0,449,600000.0
1,236,2019.0,3,1,7,1,44416.0,465,996000.0
1,61,2012.0,3,4,2,4,69408.0,475,311000.0
1,302,2022.0,3,4,7,1,10000.0,23,1700000.0
1,157,2016.0,3,4,2,3,78911.0,455,572000.0
1,37,2017.0,3,4,2,1,85298.0,338,307000.0
1,63,2014.0,3,4,8,1,60529.0,469,454000.0
1,249,2017.0,3,1,8,3,115276.0,236,775000.0
0,183,2019.0,3,1,7,1,60000.0,218,850000.0
1,236,2020.0,3,4,7,1,30241.0,95,907000.0
1,81,2019.0,3,4,2,1,24197.0,30,509000.0
0,204,2022.0,3,4,7,1,20000.0,508,4800000.0
1,92,2021.0,3,4,2,1,44981.0,17,940000.0
1,226,2011.0,3,1,2,3,85497.0,277,227000.0
0,9,2022.0,3,4,7,1,20000.0,115,6200000.0
