transmission,model,Year of Manufacture,City,ft,bt,Ownership,Kms Driven,Engine Type,price
1,89,2013.0,1,4,2,1,112711.0,229,310000.0
0,285,2020.0,1,1,7,1,53000.0,9,3900000.0
0,160,2016.0,1,4,2,3,65895.0,296,437000.0
0,146,2022.0,1,4,7,1,15625.0,57,1026000.0
1,179,2015.0,1,1,2,1,107595.0,220,560000.0
1,172,2017.0,1,4,2,1,23838.0,51,532000.0
1,156,2015.0,1,4,2,1,28975.0,296,323000.0
1,69,2018.0,1,4,7,1,30742.0,476,770000.0
1,176,2022.0,1,4,2,1,10363.0,296,492000.0
1,63,2015.0,1,4,8,1,100000.0,469,650000.0
1,63,2016.0,1,4,8,1,75555.0,469,633000.0
1,73,2018.0,1,4,7,3,60929.0,450,982000.0
0,23,2009.0,1,1,7,3,78000.0,506,1350000.0
1,183,2017.0,1,1,7,1,120000.0,218,900000.0
1,59,2014.0,1,1,8,1,143185.0,471,370000.0
1,163,2017.0,1,4,8,1,115434.0,478,620000.0
1,172,2018.0,1,4,2,1,43000.0,453,480000.0
1,61,2015.0,1,4,2,1,63309.0,475,430000.0
1,179,2015.0,1,1,2,1,150000.0,220,500000.0
0,19,2019.0,1,1,8,1,53000.0,236,7600000.0
1,157,2019.0,1,4,2,1,39386.0,59,790000.0
0,18,2018.0,1,1,8,1,42000.0,236,5200000.0
0,243,2021.0,1,4,4,1,29257.0,508,776000.0
0,157,2017.0,1,4,2,1,61829.0,455,702000.0
1,156,2014.0,1,4,2,1,83901.0,289,290000.0
1,160,2014.0,1,4,2,1,33295.0,296,383000.0
1,160,2015.0,1,4,2,1,33610.0,296,411000.00000000006
1,163,2014.0,1,1,8,1,95600.0,213,615000.0
1,273,2018.0,1,4,2,1,20960.0,355,515000.00000000006
0,14,2016.0,1,1,8,1,66000.0,407,2575000.0
1,90,2015.0,1,4,2,3,85105.0,320,507000.0
1,74,2016.0,1,4,2,3,44519.0,344,322000.0
1,157,2017.0,1,4,2,1,54024.0,455,575000.0
1,157,2020.0,1,4,2,1,20027.0,59,850000.0
0,4,2019.0,1,1,8,1,44000.0,267,3700000.0
0,7,2014.0,1,1,7,1,58000.0,381,1800000.0
1,59,2013.0,1,1,8,1,67905.0,471,425000.0
1,157,2017.0,1,4,2,1,62604.0,59,650000.0
1,289,2009.0,1,1,4,1,120000.0,278,750000.0
1,59,2014.0,1,1,8,1,105781.0,471,450000.0
1,163,2017.0,1,4,8,1,68724.0,478,720000.0
0,160,2014.0,1,4,2,1,67000.0,293,425000.0
1,89,2010.0,1,4,2,3,110273.0,228,235000.0
0,160,2016.0,1,4,2,3,65628.0,293,437000.0
1,300,2014.0,1,4,2,1,106075.0,332,410000.0
1,172,2022.0,1,4,2,1,6023.0,453,731000.0
1,273,2018.0,1,4,2,3,38999.0,355,502000.0
1,290,2018.0,1,1,4,1,105000.0,111,2050000.0
0,264,2022.0,1,1,7,1,7811.0,321,1963000.0
1,156,2011.0,1,4,2,3,58747.0,289,222000.00000000003
1,256,2019.0,1,1,7,1,34965.0,322,1497000.0
1,50,2015.0,1,1,7,3,106360.0,380,529000.0
1,175,2010.0,1,4,2,3,162049.0,289,210000.0
0,208,2020.0,1,1,7,1,30000.0,429,7450000.0
1,293,2021.0,1,4,7,1,26000.0,477,975000.0
0,107,2020.0,1,4,7,1,25000.0,362,1450000.0
0,206,2021.0,1,1,7,1,35000.0,341,6200000.0
1,179,2020.0,1,4,2,1,57000.0,449,595000.0
1,73,2017.0,1,4,7,1,49000.0,450,767000.0
1,90,2022.0,1,4,2,1,30000.0,46,825000.0
0,89,2014.0,1,4,2,4,40000.0,229,335000.0
0,66,2015.0,1,4,2,1,53250.0,476,558000.0
1,273,2022.0,1,4,2,1,8848.0,38,649000.0
0,256,2022.0,1,1,7,1,3000.0,321,2250000.0
1,249,2021.0,1,4,8,1,34628.0,24,1110000.0
1,172,2022.0,1,4,2,1,8579.0,453,672000.0
1,243,2022.0,1,4,4,1,17000.0,508,675000.0
1,63,2017.0,1,4,8,1,40021.0,469,795000.0
0,209,2021.0,1,1,7,1,52000.0,169,11299999.999999998
1,90,2017.0,1,4,2,3,46946.0,320,587000.0
0,66,2019.0,1,4,2,1,30772.0,476,807000.0
1,54,2012.0,1,1,2,1,74008.0,236,260000.0
1,180,2017.0,1,1,8,1,31000.0,220,760000.0
1,126,2022.0,1,1,7,1,20000.0,488,1070000.0
1,157,2020.0,1,4,2,3,20000.0,59,650000.0
0,176,2020.0,1,4,2,1,31137.0,292,520000.0
1,180,2011.0,1,1,8,1,90000.0,278,350000.0
1,73,2015.0,1,4,7,1,77000.0,450,875000.0
0,15,2019.0,1,1,8,1,16000.0,409,4350000.0
0,147,2018.0,1,1,7,1,23000.0,498,1450000.0
1,144,2022.0,1,4,7,1,9000.0,501,1725000.0
1,39,2018.0,1,4,2,1,28733.0,7,302000.0
0,86,2018.0,1,1,8,1,61828.0,426,1060000.0
1,289,2007.0,1,1,4,3,150000.0,278,600000.0
1,275,2022.0,1,4,8,1,60431.0,56,722000.0
1,162,2018.0,1,4,2,1,53269.0,295,463000.0
0,122,2021.0,1,4,7,1,38000.0,78,1770000.0
1,59,2019.0,1,4,8,3,37778.0,476,627000.0
1,157,2017.0,1,4,2,1,54024.0,455,575000.0
1,265,2018.0,1,4,7,3,85941.0,354,658000.0
0,162,2018.0,1,4,2,1,89329.0,295,477000.0
1,273,2019.0,1,4,2,3,40000.0,355,500000.0
1,179,2017.0,1,4,2,1,17000.0,449,650000.0
1,172,2017.0,1,4,2,1,83887.0,51,455000.0
1,91,2015.0,1,1,2,1,150000.0,418,475000.0
0,290,2021.0,1,1,4,1,39000.0,146,2800000.0
0,86,2018.0,1,4,8,1,23000.0,450,975000.0
1,86,2017.0,1,4,8,1,80000.0,450,750000.0
0,160,2016.0,1,4,2,1,34000.0,293,485000.0
1,160,2017.0,1,4,2,1,29973.0,293,460000.0
1,63,2021.0,1,4,8,1,30000.0,458,1265000.0
1,91,2016.0,1,1,2,3,80805.0,418,567000.0
1,273,2020.0,1,4,2,1,26235.0,355,619000.0
1,63,2017.0,1,4,8,5,95963.0,469,630000.0
1,73,2018.0,1,4,7,1,83294.0,450,835000.0
1,122,2021.0,1,1,7,3,17963.0,508,1703000.0
1,157,2019.0,1,4,2,1,102696.0,455,635000.0
1,90,2019.0,1,1,2,3,57206.0,418,635000.0
1,54,2013.0,1,1,2,3,120000.0,245,300000.0
1,90,2017.0,1,4,2,1,81829.0,320,657000.0
1,160,2014.0,1,4,2,3,54395.0,296,390000.0
1,275,2019.0,1,1,8,1,50000.0,351,620000.0
1,296,2017.0,1,4,8,3,70000.0,332,465000.00000000006
1,90,2015.0,1,4,2,1,36000.0,320,590000.0
1,94,2016.0,1,1,7,3,125000.0,444,950000.0
0,198,2018.0,1,1,8,3,75000.0,267,2150000.0
0,200,2018.0,1,1,8,1,45007.0,275,4600000.0
1,59,2016.0,1,4,8,1,49617.0,476,490000.00000000006
1,282,2016.0,1,4,8,1,57782.0,344,620000.0
0,251,2015.0,1,1,8,1,38000.0,236,1950000.0
0,17,2008.0,1,1,8,4,110000.0,278,680000.0
1,66,2018.0,1,4,2,3,22066.0,476,594000.0
1,90,2016.0,1,4,2,1,65707.0,320,536000.0
1,160,2015.0,1,4,2,1,89488.0,293,365000.0
0,172,2017.0,1,4,2,3,88663.0,51,544000.0
1,273,2020.0,1,4,2,1,31679.0,355,566000.0
1,77,2013.0,1,4,2,1,68178.0,320,420000.0
1,63,2017.0,1,4,8,3,61279.0,469,748000.0
1,59,2021.0,1,4,8,1,8963.0,476,880000.0000000001
1,180,2017.0,1,4,8,1,80281.0,291,616000.0
1,122,2020.0,1,4,7,1,50580.0,508,1554000.0
0,215,2014.0,1,4,2,1,21000.0,344,2100000.0
0,7,2016.0,1,1,7,1,55000.0,385,2175000.0
0,208,2018.0,1,1,7,3,70000.0,268,4200000.0
0,9,2019.0,1,4,7,1,58000.0,392,4300000.0
1,305,2018.0,1,4,8,1,65224.0,332,725000.0
1,175,2010.0,1,4,2,1,120000.0,290,275000.0
0,23,2018.0,1,1,7,1,42001.0,236,5750000.0
1,180,2017.0,1,4,8,1,30316.0,291,635000.0
0,200,2013.0,1,1,8,4,64000.0,276,1800000.0
0,308,2015.0,1,1,8,1,40000.0,398,1900000.0
1,179,2017.0,1,4,2,1,100526.0,287,510000.0
1,179,2021.0,1,4,2,1,17273.0,287,817000.0
1,178,2018.0,1,1,7,1,107737.0,218,850000.0
1,50,2016.0,1,4,7,3,111586.0,396,539000.0
0,157,2017.0,1,4,2,3,73369.0,455,538000.0
1,154,2012.0,1,4,2,1,63697.0,278,235000.0
1,90,2018.0,1,4,2,1,45224.0,320,666000.0
1,54,2010.0,1,1,2,3,110701.0,236,210000.0
1,184,2016.0,1,4,2,3,49124.0,295,413000.0
1,180,2016.0,1,4,8,1,96861.0,508,505000.0
1,89,2009.0,1,4,2,3,64636.0,228,300000.0
0,4,2014.0,1,1,8,1,134000.0,382,890000.0
1,152,2002.0,1,4,2,1,20000.0,264,140000.0
0,239,2022.0,1,4,7,1,14118.0,27,810000.0
0,103,2023.0,1,1,7,1,1200.0,114,4100000.0
0,50,2018.0,1,4,7,3,36000.0,396,725000.0
0,246,2022.0,1,4,7,1,10000.0,16,1755000.0
1,107,2019.0,1,4,7,1,50000.0,362,1050000.0
1,293,2021.0,1,4,7,1,30000.0,477,1000000.0
0,249,2018.0,1,4,8,1,29000.0,344,850000.0
1,90,2014.0,1,4,2,3,55940.0,320,508000.0
1,63,2018.0,1,1,8,3,115915.0,467,851000.0
0,238,2022.0,1,4,2,1,1000.0,15,625000.0
0,66,2016.0,1,4,2,3,96184.0,476,560000.0
1,89,2014.0,1,4,2,1,87780.0,265,335000.0
1,90,2015.0,1,4,2,1,118921.0,320,445000.0
1,50,2019.0,1,1,7,3,73834.0,380,830000.0000000001
0,144,2022.0,1,1,7,1,20000.0,494,1789999.9999999998
1,157,2016.0,1,4,2,1,38514.0,455,630000.0
1,180,2016.0,1,4,8,3,74401.0,508,527000.0
0,73,2020.0,1,4,7,1,40000.0,64,1320000.0
1,179,2022.0,1,4,2,1,9000.0,287,860000.0
1,73,2017.0,1,4,7,1,50000.0,450,766000.0
1,180,2020.0,1,4,8,1,40000.0,508,610000.0
0,249,2015.0,1,1,8,4,80000.0,236,475000.0
1,77,2014.0,1,4,2,3,82000.0,320,390000.0
0,72,2020.0,1,4,8,1,32947.0,45,680000.0
1,103,2022.0,1,1,7,1,9000.0,114,3150000.0
1,86,2018.0,1,4,8,1,25000.0,450,855000.0000000001
1,186,2022.0,1,4,4,1,10000.0,305,1200000.0
1,250,2022.0,1,4,8,1,8413.0,77,1786000.0
1,90,2016.0,1,4,2,1,34460.0,320,614000.0
1,180,2010.0,1,4,8,1,33886.0,278,340000.0
1,91,2016.0,1,4,2,3,57910.0,450,558000.0
1,243,2020.0,1,4,4,3,46233.0,508,650000.0
0,63,2017.0,1,4,8,1,60000.0,458,950000.0
1,179,2021.0,1,4,2,1,48979.0,287,710000.0
0,122,2019.0,1,4,7,1,42000.0,508,1700000.0
1,50,2016.0,1,1,7,1,106165.0,380,684000.0
1,39,2018.0,1,4,2,1,91261.0,7,309000.0
1,160,2018.0,1,4,2,1,36711.0,293,500000.0
0,16,2021.0,1,4,8,1,9000.0,134,5500000.0
1,157,2018.0,1,4,2,5,30428.0,455,650000.0
1,238,2018.0,1,4,2,1,49791.0,344,360000.0
1,123,2021.0,1,1,7,1,40000.0,135,1875000.0
1,87,2014.0,1,4,8,3,40000.0,320,450000.0
0,157,2018.0,1,4,2,3,50000.0,455,660000.0
1,183,2019.0,1,1,7,1,60000.0,218,950000.0
1,296,2017.0,1,4,8,1,60000.0,332,500000.0
0,51,2017.0,1,1,7,1,70000.0,236,2390000.0
1,184,2014.0,1,4,2,3,107158.0,295,361000.0
1,77,2019.0,1,4,2,1,90811.0,320,549000.0
1,54,2012.0,1,4,2,4,76454.0,344,210000.0
1,179,2021.0,1,4,2,1,57464.0,287,704000.0
1,59,2019.0,1,4,8,1,95072.0,476,729000.0
0,63,2014.0,1,4,8,1,51789.0,469,700000.0
1,90,2018.0,1,4,2,3,56028.0,320,619000.0
1,63,2017.0,1,4,8,1,60000.0,469,725000.0
1,78,2020.0,1,4,2,1,36460.0,35,621000.0
1,59,2020.0,1,4,8,1,103249.0,476,685000.0
1,63,2021.0,1,4,8,1,45568.0,458,950000.0
0,51,2017.0,1,1,7,1,130000.0,236,1850000.0
1,123,2021.0,1,1,7,1,60000.0,135,1850000.0
1,249,2013.0,1,1,8,1,100521.0,400,410000.0
1,296,2019.0,1,4,8,1,42709.0,332,570000.0
1,142,2016.0,1,1,7,3,150000.0,492,550000.0
1,63,2015.0,1,4,8,1,100000.0,469,600000.0
1,298,2009.0,1,1,8,4,120000.0,278,226000.0
0,75,2018.0,1,4,8,1,30000.0,340,1350000.0
0,14,2016.0,1,1,8,1,70000.0,407,2600000.0
1,77,2014.0,1,4,2,1,104279.0,2,365000.0
1,91,2018.0,1,4,2,1,73321.0,450,707000.0
1,86,2017.0,1,4,8,1,50000.0,450,800000.0
1,81,2018.0,1,4,2,1,34279.0,30,520000.0
1,90,2016.0,1,4,2,3,55040.0,320,602000.0
0,86,2018.0,1,1,8,3,39000.0,426,1050000.0
1,90,2014.0,1,1,2,3,104336.0,418,546000.0
0,310,2019.0,1,1,8,4,45000.0,212,3475000.0
1,63,2020.0,1,4,8,1,69617.0,458,1188000.0
1,90,2016.0,1,4,2,1,47429.0,320,621000.0
1,179,2015.0,1,4,2,1,67000.0,449,515000.00000000006
1,300,2016.0,1,4,2,1,80000.0,332,600000.0
1,300,2018.0,1,4,2,1,27000.0,332,775000.0
1,50,2016.0,1,1,7,3,56000.0,380,645000.0
1,59,2018.0,1,4,8,1,33379.0,476,650000.0
1,163,2017.0,1,1,8,1,80000.0,213,700000.0
1,87,2016.0,1,4,8,1,90000.0,320,437000.0
1,87,2015.0,1,4,8,1,50197.0,320,460000.0
1,70,2012.0,1,4,8,3,80000.0,344,250000.0
1,66,2016.0,1,4,2,5,60611.0,476,520000.0
1,50,2017.0,1,4,7,4,61120.0,396,566000.0
1,238,2019.0,1,4,2,1,55415.0,344,403000.0
0,96,2018.0,1,1,7,1,52000.0,236,4950000.0
1,66,2015.0,1,4,2,1,48579.0,476,517000.0
1,87,2016.0,1,4,8,3,59532.0,320,449000.0
1,63,2014.0,1,4,8,3,200300.0,278,455000.0
1,298,2014.0,1,4,8,1,113231.0,344,643000.0
1,142,2018.0,1,1,7,3,106338.0,492,705000.0
1,253,2021.0,1,1,2,1,40629.0,84,889000.0
0,180,2016.0,1,1,8,3,73341.0,220,621000.0
0,14,2011.0,1,1,8,3,39001.0,407,1400000.0
1,63,2014.0,1,4,8,1,81532.0,469,630000.0
1,63,2015.0,1,4,8,1,108818.0,473,530000.0
1,157,2017.0,1,4,2,1,35419.0,59,678000.0
0,197,2011.0,1,1,8,3,80000.0,278,1200000.0
1,237,2014.0,1,1,8,3,100000.0,463,524000.0
0,3,2014.0,1,1,8,1,12000.0,381,2150000.0
1,86,2011.0,1,1,8,1,70001.0,236,675000.0
1,87,2014.0,1,1,8,1,61331.0,417,470000.0
1,59,2014.0,1,1,8,1,51438.0,471,530000.0
1,81,2019.0,1,4,2,1,67988.0,30,463000.0
0,66,2019.0,1,4,2,3,36032.0,476,727000.0
1,63,2015.0,1,4,8,1,114883.0,473,515000.00000000006
1,180,2016.0,1,4,8,1,88584.0,508,547000.0
1,175,2012.0,1,1,2,3,97419.0,220,307000.0
0,21,2019.0,1,4,7,1,70000.0,412,4800000.0
1,50,2015.0,1,1,7,3,106498.0,380,529000.0
0,21,2019.0,1,4,7,1,70000.0,412,4800000.0
1,179,2016.0,1,1,2,3,68177.0,220,624000.0
1,250,2022.0,1,4,8,1,27524.0,77,1816000.0
1,178,2017.0,1,1,7,1,75471.0,218,850000.0
1,59,2021.0,1,4,8,1,8000.0,473,745000.0
0,105,2022.0,1,4,4,1,13200.0,374,1689999.9999999998
1,73,2021.0,1,4,7,1,20000.0,75,1150000.0
0,36,2022.0,1,1,7,1,20000.0,232,3000000.0
1,156,2017.0,1,4,2,1,60730.0,289,310000.0
1,180,2016.0,1,4,8,3,44494.0,291,495000.0
1,165,2017.0,1,4,4,1,20000.0,299,800000.0
0,265,2019.0,1,1,7,1,45673.0,352,825000.0
1,285,2020.0,1,1,7,1,26000.0,9,3575000.0
1,86,2017.0,1,4,8,1,51878.0,450,774000.0
0,226,2017.0,1,4,2,1,56747.0,269,525000.0
1,179,2018.0,1,4,2,1,38000.0,291,600000.0
1,90,2016.0,1,4,2,3,76457.0,320,582000.0
1,66,2017.0,1,4,2,3,78880.0,476,551000.0
1,180,2015.0,1,4,8,1,19593.0,291,525000.0
1,90,2016.0,1,4,2,1,84429.0,320,583000.0
1,90,2021.0,1,1,2,1,27599.0,86,825000.0
1,243,2020.0,1,4,4,1,76898.0,508,670000.0
1,300,2013.0,1,4,2,3,119070.0,278,396000.0
1,180,2017.0,1,4,8,1,32199.0,291,590000.0
1,273,2016.0,1,4,2,1,85607.0,355,400000.0
1,157,2019.0,1,4,2,1,30000.0,455,700000.0
1,142,2017.0,1,1,7,1,80000.0,492,700000.0
1,138,2019.0,1,1,7,1,1200000.0,498,1150000.0
0,66,2016.0,1,4,2,1,45429.0,476,595000.0
1,238,2019.0,1,4,2,1,9000.0,6,460000.0
1,155,2019.0,1,4,2,1,31000.0,251,395000.0
1,300,2013.0,1,1,2,1,81488.0,381,435000.0
1,300,2019.0,1,4,2,1,94439.0,332,666000.0
1,179,2013.0,1,4,2,4,98481.0,287,380000.0
1,157,2018.0,1,4,2,1,20000.0,455,700000.0
0,305,2016.0,1,1,8,3,100894.0,381,692000.0
1,179,2016.0,1,1,2,1,86215.0,220,590000.0
1,300,2017.0,1,4,2,3,98115.0,332,520000.0
1,180,2019.0,1,4,8,1,47125.0,278,695000.0
1,184,2022.0,1,4,2,1,4453.0,298,607000.0
1,269,2022.0,1,4,7,1,9991.0,48,688000.0
1,184,2021.0,1,4,2,1,4564.0,289,660000.0
1,54,2012.0,1,1,2,1,108713.0,236,250000.0
1,63,2021.0,1,4,8,1,13000.0,458,1245000.0
1,69,2017.0,1,4,7,3,55450.0,476,575000.0
1,73,2016.0,1,4,7,1,49000.0,450,844999.9999999999
1,87,2015.0,1,4,8,1,86694.0,52,405000.0
1,180,2013.0,1,1,8,3,150000.0,220,300000.0
1,63,2019.0,1,4,8,5,25284.0,473,925000.0
1,287,2021.0,1,4,2,1,30000.0,344,750000.0
0,14,2015.0,1,1,8,3,109000.0,236,1300000.0
1,105,2022.0,1,4,4,1,4605.0,372,1714000.0
1,108,2020.0,1,4,7,1,49218.0,369,928000.0
1,63,2021.0,1,4,8,1,45568.0,458,950000.0
1,269,2022.0,1,4,7,1,36035.0,48,702000.0
1,146,2020.0,1,1,7,1,45242.0,99,844999.9999999999
0,111,2018.0,1,1,7,3,38000.0,357,3475000.0
0,273,2019.0,1,4,2,1,52979.0,355,513000.0
1,59,2015.0,1,1,8,3,67130.0,471,570000.0
1,60,2018.0,1,4,7,1,19595.0,476,851000.0
1,140,2022.0,1,1,7,1,23183.0,491,2350000.0
0,16,2022.0,1,1,8,1,15000.0,133,5790000.0
1,160,2014.0,1,4,2,1,67558.0,293,370000.0
1,71,2021.0,1,4,7,1,40000.0,121,1900000.0
1,300,2014.0,1,4,2,1,55664.0,332,460000.0
1,300,2014.0,1,4,2,1,55664.0,332,460000.0
1,90,2013.0,1,1,2,1,109324.0,234,365000.0
0,245,2018.0,1,1,7,1,118008.0,127,2600000.0
1,236,2016.0,1,1,7,1,72000.0,465,790000.0
1,179,2013.0,1,1,2,1,86630.0,220,450000.0
1,184,2014.0,1,4,2,1,82476.0,295,370000.0
0,78,2019.0,1,4,2,3,27749.0,35,665000.0
0,85,2020.0,1,4,7,1,21609.0,314,1036000.0
1,63,2019.0,1,4,8,1,89609.0,278,875000.0
1,55,2019.0,1,1,2,3,83556.0,88,539000.0
1,269,2022.0,1,4,7,1,31513.0,48,847000.0000000001
1,63,2016.0,1,4,8,1,45939.0,473,755000.0
1,273,2020.0,1,4,2,1,40531.0,38,496000.0
1,126,2009.0,1,1,4,4,120000.0,278,375000.0
0,183,2020.0,1,4,7,1,17663.0,303,1009000.0
1,77,2013.0,1,4,2,4,77706.0,320,339000.0
0,10,2016.0,1,1,7,1,49000.0,431,4900000.0
0,312,2019.0,1,1,7,1,60000.0,404,6800000.0
0,14,2018.0,1,1,8,1,35000.0,407,3400000.0
0,96,2018.0,1,1,7,1,54000.0,236,5000000.0
1,68,2010.0,1,4,8,1,110000.0,231,519000.00000000006
0,10,2013.0,1,1,7,3,135000.0,431,2150000.0
0,3,2012.0,1,1,8,1,80000.0,381,1450000.0
1,178,2018.0,1,1,7,1,72020.0,218,825000.0
1,290,2017.0,1,1,4,1,98000.0,111,1850000.0
1,154,2007.0,1,4,2,5,36385.0,278,165000.0
1,71,2022.0,1,1,7,1,4259.0,87,1991000.0
0,256,2021.0,1,1,7,1,12925.0,321,1994000.0
0,302,2022.0,1,4,7,1,27000.0,97,1645000.0
1,265,2019.0,1,4,7,3,27425.0,354,719000.0
0,160,2021.0,1,4,2,1,13126.0,296,633000.0
1,165,2018.0,1,4,4,1,57000.0,300,799000.0
0,157,2020.0,1,4,2,3,24500.0,455,861000.0
1,180,2020.0,1,4,8,1,40000.0,508,610000.0
1,243,2021.0,1,4,4,1,27216.0,508,749000.0
1,273,2021.0,1,4,2,1,12060.0,38,648000.0
1,180,2009.0,1,1,8,1,150000.0,278,250000.0
1,74,2012.0,1,4,2,3,46931.0,344,265000.0
1,300,2014.0,1,4,2,1,60000.0,280,490000.00000000006
1,107,2020.0,1,4,7,1,45787.0,371,1590000.0
1,260,2009.0,1,4,8,3,80000.0,278,114000.0
1,59,2014.0,1,1,8,1,44000.0,471,475000.0
0,59,2020.0,1,4,8,1,4786.0,476,973000.0
1,90,2018.0,1,4,2,1,39024.0,320,630000.0
0,16,2022.0,1,4,8,1,6000.0,134,5850000.0
1,263,2014.0,1,4,2,1,40000.0,345,150000.0
1,73,2018.0,1,4,7,1,114386.0,450,827000.0
1,243,2022.0,1,4,4,1,27369.0,508,715000.0
1,290,2019.0,1,1,4,1,58000.0,111,2100000.0
1,77,2019.0,1,4,2,3,16561.0,320,569000.0
1,238,2021.0,1,4,2,1,23328.0,344,490000.00000000006
1,176,2020.0,1,4,2,1,16473.0,296,485000.0
1,61,2017.0,1,4,2,3,46375.0,475,452000.0
1,176,2020.0,1,4,2,1,16473.0,296,485000.0
0,157,2017.0,1,4,2,1,91799.0,455,622000.0
1,90,2016.0,1,4,2,4,38919.0,320,554000.0
1,184,2016.0,1,4,2,1,70235.0,289,375000.0
0,59,2020.0,1,4,8,1,3989.0,476,967000.0
1,59,2015.0,1,1,8,1,91773.0,471,475000.0
1,155,2019.0,1,4,2,3,60000.0,251,320000.0
1,59,2018.0,1,4,8,1,28906.0,476,695000.0
1,160,2016.0,1,1,2,1,150000.0,220,350000.0
1,90,2009.0,1,4,2,4,70000.0,278,250000.0
1,147,2017.0,1,1,7,1,70000.0,498,1250000.0
1,155,2014.0,1,4,2,1,43428.0,251,260000.0
1,27,2013.0,1,1,2,1,67000.0,368,285000.0
0,157,2017.0,1,4,2,1,70528.0,455,616000.0
1,90,2016.0,1,4,2,1,35413.0,320,594000.0
1,155,2018.0,1,4,2,3,40000.0,251,320000.0
0,66,2017.0,1,4,2,1,66285.0,476,647000.0
0,107,2019.0,1,4,7,1,83129.0,371,1400000.0
1,63,2016.0,1,4,8,1,87055.0,473,600000.0
1,77,2019.0,1,4,2,3,37218.0,320,505000.0
1,85,2019.0,1,4,7,1,60000.0,508,900000.0
1,90,2019.0,1,4,2,1,33640.0,320,730000.0
1,55,2020.0,1,4,2,1,23608.0,50,648000.0
1,90,2013.0,1,4,2,1,22353.0,320,435000.0
0,249,2017.0,1,1,8,1,120000.0,236,900000.0
1,63,2018.0,1,4,8,1,54241.0,469,740000.0
1,184,2012.0,1,4,2,1,86173.0,295,320000.0
1,89,2011.0,1,4,2,1,91143.0,319,295000.0
1,142,2016.0,1,1,7,1,36000.0,492,790000.0
1,63,2015.0,1,4,8,1,108818.0,469,530000.0
1,300,2011.0,1,1,2,3,120000.0,276,315000.0
0,197,2008.0,1,1,8,3,107000.0,196,850000.0
1,63,2014.0,1,4,8,1,90530.0,278,570000.0
1,90,2016.0,1,4,2,1,77957.0,320,576000.0
1,73,2017.0,1,4,7,3,81394.0,450,842000.0
1,163,2017.0,1,4,8,1,64341.0,478,675000.0
1,77,2017.0,1,4,2,1,33407.0,320,518000.0
1,39,2021.0,1,4,2,1,14811.0,7,397000.0
1,249,2017.0,1,4,8,1,37000.0,344,775000.0
1,101,2017.0,1,1,7,3,49326.0,124,1166000.0
1,68,2009.0,1,4,8,4,120000.0,278,450000.0
0,274,2022.0,1,4,2,1,4939.0,353,732000.0
0,50,2014.0,1,4,7,1,82620.0,396,577000.0
1,251,2009.0,1,4,8,3,60000.0,397,600000.0
1,300,2015.0,1,1,2,1,86857.0,381,510000.0
0,197,2010.0,1,1,8,4,70000.0,196,900000.0
0,10,2012.0,1,1,7,3,120000.0,435,1500000.0
0,184,2022.0,1,4,2,1,14483.0,296,625000.0
1,73,2022.0,1,1,7,1,19000.0,79,1275000.0
1,54,2016.0,1,4,2,1,36202.0,396,395000.0
1,38,2017.0,1,4,4,1,30000.0,269,320000.0
1,54,2017.0,1,1,2,1,70000.0,380,450000.0
1,85,2022.0,1,4,7,1,20000.0,10,1085000.0
1,39,2021.0,1,4,2,1,24077.0,7,400000.0
1,180,2012.0,1,1,8,1,81985.0,278,485000.0
0,165,2020.0,1,4,4,3,30000.0,300,985000.0
1,63,2017.0,1,4,8,1,91841.0,469,681000.0
0,50,2016.0,1,4,7,4,64961.0,396,621000.0
0,156,2018.0,1,4,2,1,20950.0,289,410000.0
1,90,2016.0,1,4,2,3,94348.0,320,505000.0
1,85,2022.0,1,1,7,1,32000.0,82,1290000.0
1,90,2019.0,1,4,2,1,51744.0,320,708000.0
0,147,2020.0,1,1,7,3,81152.0,498,1734000.0
1,59,2018.0,1,4,8,1,19516.0,476,650000.0
1,179,2021.0,1,4,2,1,29093.0,289,760000.0
0,59,2018.0,1,1,8,1,54408.0,471,785000.0
1,157,2019.0,1,4,2,1,16000.0,59,745000.0
0,51,2018.0,1,1,7,1,100000.0,236,2000000.0
1,39,2016.0,1,4,2,1,56876.0,7,270000.0
1,300,2014.0,1,1,2,1,50000.0,276,450000.0
1,59,2015.0,1,4,8,3,84505.0,476,420000.0
0,290,2021.0,1,1,4,1,34000.0,146,2790000.0
1,184,2020.0,1,4,2,1,22305.0,295,550000.0
1,238,2019.0,1,4,2,1,33573.0,344,421000.0
1,39,2019.0,1,4,2,1,33615.0,7,303000.0
0,66,2018.0,1,4,2,3,30000.0,476,780000.0
1,275,2020.0,1,4,8,1,34935.0,355,643000.0
0,160,2018.0,1,4,2,3,66511.0,293,474000.0
0,279,2021.0,1,4,8,1,24000.0,157,4200000.0
1,180,2017.0,1,4,8,1,68979.0,291,644000.0
1,165,2021.0,1,4,4,1,50000.0,300,1200000.0
0,184,2019.0,1,4,2,3,45161.0,295,519000.00000000006
1,50,2018.0,1,1,7,1,42917.0,380,811000.0
1,157,2019.0,1,4,2,1,20000.0,59,725000.0
0,157,2018.0,1,4,2,1,32000.0,59,725000.0
1,90,2019.0,1,1,2,1,40000.0,418,750000.0
1,63,2020.0,1,4,8,1,29911.0,473,950000.0
0,86,2018.0,1,4,8,1,23000.0,450,925000.0
1,278,2018.0,1,1,8,3,100000.0,348,525000.0
